A1_hub_disp_angstrom,FUS_hub_disp_angstrom,EWSR1_hub_disp_angstrom,TIA1_hub_disp_angstrom
9.239665850259868,8.130637755208793,14.201684778672512,7.688682522410431
14.015871732972116,10.553622836686415,12.128245585146189,21.601915978482623
9.794522893,10.940047662198806,9.557788107126196,13.933904792928182
14.71317507609854,8.592050324971945,16.63508550261696,20.46186528704391
20.218601479572122,14.170039395330315,7.787705483204679,9.941447961187222
6.630856373019279,9.095264830375296,14.415165220783571,6.125187418488044
12.50021153825561,13.848873829406266,13.177564899877769,18.597328959835774
15.797134705795507,11.763735103273293,14.650385583724807,12.389047954535314
8.291780485,12.978084176292022,10.093613476317318,10.950991299654788
8.583640583,12.749206826483785,14.733500516902282,14.696664579849209
19.672907626389353,10.53008169,5.848579750501852,12.622630548275524
12.71118757098823,12.270083776025798,14.675256847525835,10.782533100193616
4.394694916528943,10.056975605270207,16.677978963613132,14.023363664026789
4.706336623638443,17.594698936898986,12.146916016645697,6.097650684503506
10.502184415985369,8.689140144524298,8.052578279468296,13.989539181307048
11.425806365667441,19.34820122191224,9.586432516554929,19.68279658
15.687766929224745,7.682545408689888,12.615530843207049,9.665103961
13.233958940188133,15.218437206211215,9.736554864,12.831370341360788
11.685789246303012,16.241267726417036,10.239883412694489,9.967292483471002
20.052446951518196,9.522284937143251,9.279971321409175,16.03488729594249
22.628633265149396,20.10990802,5.554106303489213,11.283263692253641
11.92408596573432,7.6283864014332075,15.41003120943493,9.199505683
14.419031442561067,11.582364956401989,13.949832769427477,8.170586924656295
13.334436289832652,17.96976560347923,10.472189140642683,9.642942366
16.09485969579515,18.668905106928275,19.85507372172521,11.90435752894302
4.625359667428348,12.181822500077091,14.697571593817614,13.00938567253227
9.799912388587444,11.338123702364047,10.50944614258946,14.69169637
15.646627620588179,14.491174645543772,14.67454576745696,13.325035110435604
14.874379123887039,17.46296923850496,13.708204320224686,10.331542785779352
14.488650828389492,12.898565519921853,8.861388752745226,14.869364059024583
9.793494251572433,11.710712947769434,7.915934568,17.413877272614435
16.64767112003294,8.409417373263596,14.022487275646114,14.964448295950481
20.589834774001275,14.554002795495986,13.376722042009135,13.795212163136778
8.917194911930322,10.074896124712724,18.687413758169395,5.816146296376212
17.027219774588684,16.258819426779514,13.181729409162433,11.01141982131588
9.402121743365939,19.219500270084172,9.448833315146544,16.40755472875091
12.860020319150978,18.190676954156608,11.802679285155646,12.851805210951827
13.074490025693649,11.454153193829033,7.408424927,11.438676865915298
13.032193772548153,17.256634990354087,9.446842412278016,14.081579965799945
9.905747652517675,13.036200257616997,16.458743211283902,19.278966256507303
15.26360067,13.687267585930911,8.887835037,11.315706285551991
14.83384624556531,12.780792889865381,12.980254169592365,19.665411162746985
14.934494687011822,8.530736523188454,10.402358436692387,16.49497831244637
15.649909757077777,14.134306920693334,7.3257555166527535,17.10337514595229
18.621673285938858,9.462348405157147,12.652440759804282,11.18970836626714
12.732950905594892,23.429024364983448,12.087105512717844,16.23137021335817
13.31750776053821,15.340632321990245,14.703834434592824,13.487816356789493
10.43890784673511,7.2709997404525275,6.475732330348457,12.804342257708425
10.469667170084046,22.23045991662486,17.527436079315404,9.316049159986692
6.987953449205742,12.693970649413398,13.984292626570952,20.943976282674832
22.013957465802594,12.908003339557915,14.42702511612671,7.446498021758956
15.513640805953603,10.635693445532084,11.332695452604952,14.653765902039753
7.487021629640256,13.267665609744466,11.741541102257695,15.632879415603899
13.464083519839368,8.936946954623782,7.693346049618729,18.496049774707416
21.822360347778783,16.92534584407107,10.520517276198621,15.052813572987604
16.466376707688575,16.255661763398933,14.08370237355193,13.063341010013811
6.163477711101626,15.330337254948661,22.01845557004129,9.183632102683426
14.474092501233994,21.592781667622752,14.08265334338061,17.278769884360976
9.346196124,16.72260902159814,12.970470274126479,9.012547984738251
9.000097170496035,8.105943029,11.650352920376845,10.305654693374205
10.952580326087052,14.770873834345796,11.144155105186664,14.391010920002962
13.908193998912273,14.982377718444845,13.62909170822356,17.19663206318833
18.33452599936781,15.577473789004646,14.084225315049835,13.131177945982005
11.315531607594604,14.622310516328348,14.58713623712734,14.651558574576883
15.958026916487137,13.81997602,10.284244301451563,11.492793744444949
17.98272101747788,18.607983791305145,14.13699589586427,14.121718799048196
17.584434380002698,19.715045739747268,14.582902035121457,15.74983264291022
16.012852,9.055574672902136,17.971229526705898,11.911182191716946
15.198842103594703,15.479271102239704,14.383221303338033,7.479363273057139
17.16654974475099,8.201289972751535,7.213208141176763,12.074345728414727
19.909322778050452,7.265256966889929,8.865899248,20.276306138596823
9.100125375691496,16.814864590670293,8.970560401853353,11.726234066826027
10.616436197766651,16.651242179485497,7.294086381913713,12.062076289257835
11.014676929334637,7.744071197,15.696094143646569,8.854599492269589
9.487948395,18.62756818797805,9.811674035438502,9.874462157467384
17.183173707016984,11.883605506212707,13.627410504708443,13.754137945691468
16.567837977954262,9.751887982,12.923818638708116,11.950990413009109
11.704259291875085,13.259206674121597,9.635109369,12.572585089042004
13.937436342548526,21.430913497663404,9.655505166,14.992574797178277
19.00205930208124,20.448246304272633,9.414811595169766,12.373573496783186
13.063398681487563,20.46683297652273,13.626183163555659,17.43648061433679
12.164888712527208,10.725312755105355,11.60112574887549,17.166149666323967
13.949424001774133,8.054107333733105,11.301694564573925,18.90831973693444
14.778322328001817,18.39935306035632,19.855630788022573,5.212222626452371
15.625145062977737,12.01196231701875,13.278112517324558,7.592606099229508
17.679847990169343,15.026420363900462,12.909449482745124,19.785339221029503
20.178443729168784,15.468678726293309,12.170633138599065,22.138106759873853
12.996522420602556,13.535782903079841,12.519106862703193,12.96748903329878
12.622586055155834,24.86677609591313,11.649839791166961,18.474823849006654
16.61224635910969,8.467067285804584,11.078475232769621,11.691735467390675
8.374608139961982,7.518595875087053,13.729850966712497,10.254241605210797
16.357138475527563,10.77799392253813,4.881749472,17.60360052663302
13.291115527769856,10.12152135769572,16.32918951855522,12.84906426413189
17.010978667780314,13.978155889844128,11.910785569742034,15.320019027909261
14.831325927361714,10.26375386575317,10.242579176193253,14.27653424
14.630689571832775,10.067382862331318,11.414461437455929,15.841186961169441
12.007764736395215,15.995580529119637,11.821111418140328,11.259176696069039
17.073712421646743,18.250676249738238,12.845512058881006,20.328581027007267
11.371306418711491,6.214988694,6.956598367019987,12.47125255
13.155845764919338,11.962355291432647,12.99631469236723,14.361409326685703
18.991087221246435,11.023115523968965,5.606857582149417,10.047502443154034
18.86496867,12.904170668188769,10.207303861782188,14.541709986190092
27.083239989750552,9.097081954,9.985502396506723,15.205506968091115
6.965572058712318,9.405632874922102,17.936025432417736,18.520039254407127
15.702738576157039,14.294056937068603,15.79045591714295,13.877475093257134
18.338600455537623,10.734194323886454,10.01170932044763,14.98623705406457
11.94595536561776,17.391039438755513,10.702279433392942,13.586660293526414
9.124719967994741,13.224833666366838,9.847665245391646,19.621516796890795
16.159084359556594,10.337255743508804,3.855245139,19.105792707586826
6.754397125091188,21.07935457676193,22.54475044974602,12.574742539293926
23.577998071706087,12.546167315356621,8.655783424462394,9.437276963
15.58813949795661,14.863969308320085,13.196585782027128,12.628047280156327
19.279852923119677,11.657869943471603,8.840368438210566,13.362099097088043
11.409749390716192,17.245880784124036,16.66579281158316,21.938804102295332
10.387135570224077,8.048778971032533,8.673453355,14.321638938693372
14.60118387057411,16.958276864073405,9.968874923418658,13.914432555599172
12.09376307507753,9.436532421170082,19.658141325019628,18.798141926669082
22.111075661161134,15.140772490324064,8.620514026151863,13.184477228596661
12.30004078143846,11.502619360149657,12.37846837649967,7.923893498259524
17.051463830277292,13.391131712958074,8.840001082264102,12.411319666220857
13.312386262948333,14.077383352175211,10.698683708137594,20.383708758892418
8.784049325,14.116700947447676,6.761945495789492,11.050820536404206
13.962961775661032,16.844904861169365,8.517385657642492,21.44672358624583
11.297139884812832,10.611524586645503,16.249799530296382,15.274275312188921
19.670116376060502,12.36501165006537,21.66421217640025,10.830908590536584
13.09761546494275,11.356606348432841,14.974395616428744,18.75277393582896
18.209167010556484,8.615973611551286,10.684149964771073,10.973801749141057
12.550218139182563,13.197294657288602,10.016922151742373,20.20766769252797
12.353486768643194,12.145779369246448,13.683562583139565,13.765935220857958
12.89934259341506,11.370539125422095,14.731574864706802,10.811720336242116
7.446102453,15.48966894514491,7.128476173285578,15.881317272766363
20.33841718876544,8.915974726045334,13.115474137911384,11.528460914227502
10.621736035842577,9.578063821,7.455426856682873,17.56437253
9.609426998,8.488117087416281,9.070177747418414,13.813177286452053
8.771795200809574,16.525734948313502,7.7511118945193385,16.87640036588018
11.547877182445266,13.112853545470143,8.044685310772243,20.27059874241916
8.037872000629438,15.297554852693665,9.304163063,15.026890824431849
17.024884332010622,14.664774061686597,12.339579083296433,12.292750967058412
19.571120451380544,15.571008841520683,10.525021179598976,14.613116159096808
16.488086272517354,11.77958349384654,12.159319948303686,8.744870973052747
10.490701013099018,7.346635389984996,16.73175998374867,20.473599494290962
5.592073316158885,17.379133986922888,3.8071568077121904,9.601669382903422
8.034156577761765,4.866618353869234,9.484219293081841,10.06764212003925
13.533121403346563,16.06844026002954,9.870738703,11.927852139838443
14.944731885253528,10.758339018462376,15.497972742111202,12.738922878614186
9.803204283277527,13.190013794711534,6.685520891422718,10.530967120438204
15.692007674565218,12.296509701481884,16.617341950877723,17.3382168
14.222156899877422,21.572316464528015,8.384515695663417,21.40302182333516
15.054121133312806,15.436015089879078,12.271512773880179,13.825759524522462
11.856492477899629,11.117629003634438,13.972672350708736,11.622065493254214
10.709038686143087,10.061113883279395,12.661745697869733,13.250585651339115
13.119430809142013,6.716360777809937,5.9994535810894005,10.547299009678822
11.342450400077379,15.034888427262736,7.1002734472238815,16.739883461432232
16.10019758150071,19.997790118859722,13.63489245846408,12.195579672012427
16.323510691533357,11.994049944273335,8.244734844519412,15.51061869193483
16.08287446909889,6.562924554993389,11.305602314244787,21.181081390688274
13.07653720992731,11.434974546483533,12.476822423930393,17.048807834591344
14.327662617583677,7.957030801596791,12.762538907616495,9.235467269211771
9.532871065666608,19.79272561,11.256399754442018,12.023624712875172
12.877211445790916,11.366996625140098,8.920615905808388,13.853179318171826
17.312412846706682,15.55745281174973,9.109853697,18.86813694972249
12.44944817292028,14.610217662139334,13.657016218925051,15.284922949992396
13.84097746538259,14.948501912877372,13.113425438412786,14.552055551619702
14.697848615925526,11.331834539837136,11.947433557664482,15.068406976394474
12.891220450286497,9.278822963552525,13.484083361343192,16.301739491144033
7.6692867432347605,17.26539726576997,19.04858917203738,17.74638831424095
18.18385186,10.497733672895441,15.155725525067265,16.371086944325487
12.43961809397274,15.29852609633292,13.927057546964889,9.371708585276341
15.796390698493024,10.853173902668317,9.462849140493972,9.073413063967214
10.954424041558893,15.533352220314931,9.783652226954072,16.57328773
11.063332667207986,10.646689234565248,13.05852251309534,13.729930240214795
12.981129066184643,20.582251113847946,7.784389388877077,18.591213720523143
15.06581802297011,13.192701656862706,17.45024595231163,12.86435133627679
11.057131329332531,16.118029263623725,12.584758965858772,13.565408488946476
15.120712674607823,13.925802945943975,14.560806741301096,12.765820418750529
17.029222004920197,18.271953978141106,14.76004311370426,13.09486674312826
16.76972628852927,13.903666604207743,11.129640126762203,10.951294008434502
10.323734405516014,16.43520224838331,10.198155053424902,10.75419955649595
9.725467221081221,10.640076685084889,11.38951089983929,10.592927765681805
11.75488204483419,5.732408462304461,11.104428897003759,7.8343644
19.40143889931564,15.884183872774656,21.038710700237196,6.658673198591435
12.91644396472607,8.466297639799002,4.6236676713809315,7.155148995
8.394554791613366,26.13593346840241,14.314910813104603,9.069821325770793
18.344330274220756,17.301945410285835,12.843796756042407,16.167373958331098
9.555562418428895,17.464162665786233,11.183135360195486,21.426646498509253
13.657235608649364,11.112992767067796,8.488139581542065,12.523261205875864
11.977693973285854,14.483376838949095,12.26403029152088,14.082523772916305
14.640064580437624,16.167483046387908,8.349322248617057,6.238800455202867
11.886690906265517,20.973967921252168,11.37134548020176,10.394647259293908
15.774408057848078,18.13174169772848,20.13295614,12.53550882158822
13.40251018860788,12.647934683185971,15.033843964906152,8.353454406774492
20.358786532741693,17.52950741793063,20.199954604716638,16.721659166851268
7.907787650263195,14.679311620777266,14.920107920340158,18.360035162241694
9.025626297698544,10.239811203281208,10.228869320292816,20.93099027124545
15.40474935531319,19.541931619989477,10.259052416823156,12.868343033525203
9.009885176515578,20.359406101429105,11.970151075735401,18.11916060907907
16.082053245833055,15.986225864865272,10.043448231732755,7.326993211729201
14.118420398145247,16.038237715002957,17.563467834496386,19.356360451741214
13.413574665968968,19.76472461881715,9.801635398,22.00244160968611
14.471398416000996,21.27830953728639,10.458296921118944,19.73817136
13.929072883132703,11.064304817017021,11.978711125805562,16.805474758486984
19.04848065189101,17.919615910760193,15.760942859885013,13.465571905316217
13.604735066701116,13.014202952500348,11.841646998401256,20.83534318913308
28.954752922365472,15.791312037039098,10.368241418618606,15.904501224964257
18.703590060766743,8.713515711406437,10.676921496495428,13.374355068268919
10.906625125108825,16.11022770839776,12.967442922483013,16.32147303467478
14.21080695192827,16.80178510693508,10.377647241733357,11.119513171112612
15.051414927295927,12.921539420549609,11.751697692188557,15.127174034716521
10.919026055215541,13.669000176338415,13.723714970426553,20.686886064681957
12.274406580788856,11.847974015374572,5.372888454187822,18.270845069722924
12.156225178136367,14.414595540639194,16.32850017468681,16.40109385785202
16.49939260007043,7.5582958995287965,9.960743536430606,9.827852015150656
32.052845603314154,18.189018476668732,15.000041754345613,11.719787338509462
16.2862954,16.00144141,6.216924504480607,11.278043504712926
9.829160351983036,12.585374671247923,15.511991529586414,23.02356785947893
11.476965150628004,12.523869632058172,10.826866278511813,24.893150067602463
12.715289559463141,8.865493868,20.009526948042684,17.89191281516638
8.382957401125395,10.164766850167876,9.212719471960737,11.678526920808078
11.30114289139167,10.347473497580246,9.158265061,11.177123011549405
12.611920190149403,20.342826574040316,8.874376211,17.326642707994772
25.24374504049637,8.501278332866942,10.013769230610418,10.61321767565165
