fh_0.02_clique_disp_lj_units,fh_0.14_clique_disp_lj_units,fh_0.22_clique_disp_lj_units
1.7268424752197207,1.7044403046298573,2.029758067786899
2.231494870422421,1.675734052192357,1.3159125215258085
1.2743682988606158,1.3214344491264622,1.0184322353213116
1.6408852292001885,1.2486363902477076,1.7691154323451819
0.8011373506378615,1.3445077552752729,1.6505389620644153
1.810645011165779,2.1259830572430505,1.2617465409498796
2.500160984558115,2.325826253584193,0.7527977192402053
1.8000692071349167,2.1700202110973077,1.199888614361329
1.6424947615607053,1.6443940253336478,1.7906678725143204
1.6516305347012157,2.029372274786218,1.5787158499742924
2.215352586281505,1.4028877121434309,2.301148511
2.9299618336942004,1.589111258050012,1.2522912500446497
1.2160951757613758,1.5528668037456084,0.8685798365390212
2.568867994622964,2.2179810128393243,1.0565964133434456
1.726174310999063,1.914833544422998,0.9110667712516676
2.013121091628816,1.647918538304665,1.2323090457611359
1.500737296908588,1.2347984527565932,1.2419569653146079
2.298273138,2.0675238407374823,1.1143690318646708
2.0125758481349467,1.22120252,0.9991284705848308
1.0718114939889754,2.399885510630657,2.469521970229552
2.050623125750899,2.6003984791709263,1.0861986303260758
1.6941614225228516,1.3649672084021502,1.5875816422610423
2.3285905919445824,1.0217533358078352,1.568813651657655
2.2127791614449586,1.7088682703711744,1.2281764171709437
1.0530128854122842,1.4272873372638522,0.7489118501165994
1.6849089439085585,2.8371734287743675,1.4739302336128355
1.9662394550840092,1.5180923185265134,0.7153154280269923
2.656633963192573,1.921398766747798,1.7578382627591491
1.5035114892263841,1.862345878251241,1.740145124474448
1.8658720809754015,2.083554458138356,1.5792647889148141
2.1283486046981297,1.5298809576833685,1.196581047356871
1.976416132825742,1.4573446943911732,1.1326055346019888
2.177739847574104,2.0386697900473787,0.6534120833392068
2.689931334187509,2.726773644072545,0.8235140618647727
1.719244450748721,3.1691259081764303,1.6734994638912961
2.385075837277077,2.0263160514944687,0.7145810568535538
1.9824701834386391,1.7408751405966345,0.9232701507225745
1.5204855254286422,1.807261003322734,2.3422385212618453
1.4498762237030904,0.7256887912400536,1.181168680624673
2.5113178692643188,1.9127411702663217,1.0727370551064774
1.956660280236795,0.9388400687653959,1.2046345584832971
2.2615231868065493,2.2536372016403092,0.744264862
2.524806463426401,1.434542426986739,1.8066750686396325
2.4302362061523572,1.855264467826907,2.0176742741826033
2.9982161073613387,1.0882245452556685,1.0450513884512724
1.1967915958883708,1.4521886286690382,1.3685862926786636
1.5233785151722523,2.751905837780658,1.0178862526600725
1.6090235414564407,1.2051357928834063,1.176715648909278
1.4120147816033555,1.400376584596164,1.0651477559485878
1.8500935548130033,1.2572468727363817,1.2986697318258984
2.290558230766413,1.9295755264049417,1.048803842
1.5896086497578932,1.571062095949113,1.4493501086601497
1.366429165105462,1.0436434643805823,1.3524616331909651
2.0120990976236817,1.5323972726750275,2.228638590686069
2.1604027821887826,1.2646683416045428,1.4313834024546588
2.142209490847535,0.8329036422842893,1.0464653173624914
2.576272153803447,1.0984462165185123,1.9223509406398276
1.717751549730704,1.4907112418075938,1.7228100551057188
2.393105142776527,2.043761422252732,1.0120116772697831
1.5585915101668109,1.5993752950271791,1.2413987265973256
1.175346022846542,1.2859394279372376,1.0339242384185168
2.062501475562197,2.6816414057310696,1.6954534774298666
2.182484217029699,1.4212712483914327,1.0279709532383436
2.338493033548814,1.1529573013727576,1.4002812895508316
2.187411783080748,1.7987689963988225,1.1351410995322881
2.422984579350847,2.692265393481291,1.0485300899729413
2.377620429785054,1.6664985039055031,2.156829661421093
2.0180112080454586,1.851233078657898,2.434166473677146
2.7594633946990927,2.326617376877205,1.3834587582069888
1.4669180592204232,1.8552180905479898,1.2487201236038206
1.567812584,2.321581096308978,1.8453279301964547
0.7372247099560296,2.145556186,1.4790690351342195
2.458387324829944,1.9145164910309613,1.812652533061708
2.4615323022544673,1.7210578894668012,1.6448065550696478
1.6723035779289048,2.0390224097378766,1.389212270928839
1.6307932976958517,1.5805422698835139,1.2850310844616337
1.4045960664527857,2.6442111581732437,1.8572975691489522
1.8318646395418727,1.932946193584374,2.5495250947053716
1.1440817728833084,1.4709801018809923,2.380207222400265
2.6879694919363386,1.7145469839547214,1.8848001266132395
1.9387767722306926,0.7921379845947221,0.7850304643109823
2.2763523432269217,1.8588559143359715,1.7214001628785482
1.8701630673208207,2.115595769697828,1.5239970054905696
1.976536653203476,1.3638249081841276,0.6736943138479232
1.9282108668578948,1.3144916892943652,1.321594516410181
2.442520631808471,2.0746851813795018,1.4104073758668945
1.3872284940971715,2.2265290878667763,1.5178920526741029
2.694127085447218,1.5621480143637596,1.3225752082775972
2.39026361,2.047177066324611,1.3245889383745018
2.1164269303120378,1.4793606726536424,1.264510049495704
2.2310565982359067,1.2237295861400468,1.2162699444185092
