fh_0.02_hub_disp_lj_units,fh_0.14_hub_disp_lj_units,fh_0.22_hub_disp_lj_units
1.0333741617673406,1.818907348533076,0.8293160103220016
1.612824269984766,0.9305372497415954,2.456223086
0.7033882371420377,1.7181613890026495,1.2973026569172648
1.7009907216073252,2.383760805,1.2226655506629764
1.7453442897718106,1.7199319005544993,2.253304951796397
1.183757880519567,1.0096978898479296,2.323094798534404
2.3324279008670388,1.9541472359649368,1.6243385087504847
1.2578531174142578,1.7913527043130326,1.432764623984087
2.5438446456599877,1.1304617222014097,1.2104783695864527
1.504597168325538,1.1635931597386016,1.447604914927561
1.5242478863819071,1.5324794339324304,1.2908052606506124
1.8576455111000993,2.4228072149587114,0.7957876089578338
1.2632310002616804,0.9583540830246506,0.9497753571246117
2.114633112307376,1.5765985884499996,1.8795234247957135
2.511607927384651,2.0713597749634665,1.3541039068456937
2.589451544638117,0.8550109670572295,1.4588070395538382
2.8615484745437083,0.8472716169550443,1.375850730258045
1.780586026527159,2.532686363839229,0.8631388579841301
1.6371977837305685,1.0501025970808833,1.0163733301434033
1.0341617161096464,1.547744513,1.1465465946471847
2.2679474049277175,1.0642226634211334,1.583382417098512
1.6555392241343005,1.5998158416649757,0.8570445581663504
2.226235390969158,1.383205645,1.0651267406255638
2.0112158020579005,2.2816171028938945,1.9386227200491672
1.6775830524107658,0.7719529117743842,1.6509403838834007
1.9620860211768265,1.146632774629739,1.1507097298224904
2.0538459788566064,1.5236803992174077,1.4112588870126028
1.923335600676204,2.116399498935364,0.9941317657115497
1.9588615700401282,1.4741518185223141,0.3936357250635083
0.9505545323994528,1.9957978164167753,1.1816654347451145
1.0272261826302347,1.7379883576600448,1.5903439807851383
1.060680506598663,1.5231441864874373,1.223663294873763
0.6992113251710288,1.3398248266354653,2.014141850692284
1.1802004580552636,1.6029417232637588,1.3655143282001876
1.210052078900652,1.1812851949581393,1.4947533348786002
0.9489176413499327,1.2354988755660015,2.0080814111062084
1.6013091198664018,1.1785923486260197,2.0217792001016885
2.160844725178371,1.4846731311764365,1.360080317507349
2.166377639367757,1.65000033,0.5846460299423158
0.9595911896432339,2.3658124207335165,0.75741176
1.6348895037124824,0.6761686432056051,1.389691400141361
1.2072319590930136,0.4606985040159015,1.2498949789203964
1.7964053055114735,1.6773477020076912,1.5815749395155767
1.3677176912804583,1.4305938376014689,1.6624254870078286
0.992443891,1.401218856,0.806211064
2.431859066556019,1.4595995200127265,1.9017024272287775
1.6821599551465622,1.8176940282785972,1.0922362185452825
1.1186848886214484,0.7699629426620545,1.6172246603653804
2.0744047420429514,1.281310980803525,1.2928359361906985
1.1313352451711904,1.7652692999532387,1.4946674691381836
2.8420060926600463,0.5242205999028099,1.0320568206755687
2.1998429804840245,2.6755926382003254,1.456496680375149
0.8197575224227125,1.1203746507554206,1.7671861001299605
1.5586587737418673,0.8493683347174708,1.4448660117972705
1.514630729968598,1.236917181,1.3909636978581184
1.6851617794181948,1.1642540820674239,1.3541118064370439
2.879596190703547,1.402297376230035,2.572279921080643
1.4762709490299666,1.613124415799457,1.8736692946448148
1.5597093527699402,0.993376205,1.8127119734709671
1.8234960143806886,1.4955144735390915,1.1321186907750662
1.4838126822715454,0.8140808663073733,1.279974004553694
0.6013969461196407,2.348163663759587,0.8040483618317644
1.8064417294191637,1.2720155228681127,1.9241965686160696
1.9579688094843117,1.5732219212988814,1.8112656955663966
1.9388594981626488,0.8794204861414481,1.6252024932510687
2.127260301921538,1.090493175093112,1.5527231123100478
1.548898331743561,0.9158453874338993,1.136862974
1.9138100965221585,1.454533629051837,1.0159615176677277
1.5718457815979872,2.1548679236129695,1.306738484834676
2.045862682887371,1.4343655584236288,0.7925627497972045
1.2225290280330734,2.3454420816316213,1.2260307678578717
1.9145697804275505,1.9057918265232288,0.7264547984867262
1.9167587438914748,1.4715552453177034,1.4683758240728793
1.0915861507117355,1.1730513555340938,1.268002983351714
1.8510596012401554,1.8284596127644577,1.5626319559844877
2.1182625599772216,1.2887492987695266,1.118336633264215
1.0268335113958327,1.064763356541813,0.8001606285255327
1.7043970326594162,0.6848079048133905,1.4618673338496841
1.937999821,1.789961968386326,0.8374210526535197
2.181322669015876,2.0344284479736556,1.0382539104128918
1.6454160894706593,1.7385184205174946,1.1672433694375537
2.782109487876599,2.174378242470134,1.4924967134724676
1.6502968071173592,1.104944293622125,1.7001123676070806
1.0669144401733563,2.550047102360825,1.0192854800755018
0.8417838210484981,1.8678611933791114,1.6318303361559345
2.0114211835389586,0.842495871,0.5457673837087897
1.3918429732683426,2.243553140826217,1.5904330161102607
1.2562855563750595,1.4748927614428373,1.1080186440171929
2.4176447536233785,2.264057842771716,1.9554993480703526
1.5874680114552895,1.975597012276321,1.337116621256335
1.3158891689995043,1.8952997857356415,1.742906875431837
1.6023700776076235,1.931632374903439,1.5552132640409737
2.5244841393146884,1.306129448,1.7502289289081938
2.5399839865202063,1.9948087116647677,0.9787875096987807
2.626485446846357,1.5508885464230393,1.6620400269636375
0.9286400918901697,1.4356742452050053,1.4348730848858646
0.7896078078847258,1.4351939573631296,1.529782499833686
1.1573624632328796,2.720942641799801,1.0015548102637064
1.349487073563932,1.5135151181296318,1.6509420069473246
2.7046802916620787,2.3246285284785753,1.7480275586172258
1.8538568189265179,1.7475716994913744,1.4514270778549396
0.8524372860613691,1.2850581260116007,1.892532234816861
1.8216656919395355,0.6139099929136755,1.083393951726015
1.4192719674120107,1.025250125765526,1.3829589312604529
3.0330773209413686,1.3320013801447237,2.020078908892449
0.8845773072268935,0.8629443795969283,2.029392112312796
2.3355809548523867,1.8868252625860558,0.8487690121116633
1.856780528,1.4523889834292913,1.4506515582623938
0.4748649433138684,1.3908488333662314,1.5067240872071999
1.6576435960132017,2.5851619904470082,1.066016779324939
1.1200176465713119,1.293099810736193,1.0333117420005755
1.8494021871247666,2.691197471492828,1.5738088692171064
1.5593433752677819,2.165450981423385,1.8516084279168141
2.086719430577769,1.1098709561367013,1.7473637494083438
1.9089394104444195,1.81909857,0.9062052655381794
2.261272962513482,1.3871566021122905,0.7478893355819948
2.147912922,1.5699196998460583,1.3343216522359835
1.2747981560085764,1.046169551017934,1.1978476015077424
1.5361551475257322,1.8777001913496751,1.0405500923567792
1.335106722472913,1.9336402444253014,1.203786896022251
1.2149033284259871,1.0130392053974282,1.548270890648605
1.5883419840376176,1.317914272313235,0.8410801962455676
1.9218484061363954,1.4373197621896088,1.0114497650431202
1.3857446893804548,1.5308752851867466,2.298879541
1.7707110753222761,1.4349337368689834,0.843704427
2.031380275927774,2.294768425,0.3771449454347472
1.9305104057461453,1.296636031,1.400829586952572
2.448258616038895,2.025363258629611,2.110388371714945
1.0562047160103722,2.256056590839922,1.0292598882957769
1.782187039635121,1.315579106791875,1.369946855771059
2.3329451549043845,1.7097503724599519,1.3980540461471322
1.516395716967478,0.9767860715636209,0.9977867635954956
1.001003478674404,2.2997040865902663,0.9711299062824734
2.443011154281569,1.618405956078639,0.8325118212564541
