A1_clique_disp_angstrom,FUS_clique_disp_angstrom,EWSR1_clique_disp_angstrom,TIA1_clique_disp_angstrom
10.754904348008248,14.687358766727991,11.341303352074974,34.163599218841526
18.429333139321223,13.782488755978626,21.459218811341103,6.066340903668176
12.437211003567858,15.776796264681597,18.30510426262633,27.661919800090036
16.59911692991382,18.699869870244925,13.023911700330823,15.751537751668014
12.674196427234323,21.02113759396206,11.206808721199707,15.997489349274527
16.335748918982382,11.94891096387054,7.562058006902832,19.959350784676708
10.51480619489784,16.304888046866836,12.545947905093726,16.413892485133175
35.25891299617204,24.94920611599816,12.204208441041526,20.97638088200518
16.598167257482288,20.494190031217343,21.839299919415602,5.758470188622313
12.61070182974024,11.796848326305241,16.70592799552747,27.13637591016682
12.505674827656552,13.310513121950148,19.49872572451761,19.59710097245192
13.893286502274378,13.831747544415686,13.189416582200426,19.035314177450473
27.83795117582407,12.28232561037456,13.73897877932691,28.15509529419051
28.930484597726956,22.738820838022647,14.385273978016517,21.678979014688174
12.050553393571679,13.289243311791513,29.381062011280463,15.446968454457803
9.315935449609153,11.007759587216054,24.371325375302845,15.953300418158411
17.925654384279056,26.323236424870885,14.388964840123425,10.070759063452739
26.36322370687391,13.033431162070812,11.140478350979887,26.87954521656273
14.308575664596765,5.837169958616223,11.322881965612844,13.235905045038031
24.424561840479598,30.466325312905177,17.394598464745954,17.333516266768946
10.574610673315174,24.330240661922584,8.750780875398824,28.89535721662353
18.33004262702184,10.271778337970979,16.077485906041005,21.38396945367219
37.32920665020333,15.956264521207272,15.751541548564388,11.866050103231988
16.272499787856482,11.054657787650488,14.574610023180007,19.133449426651808
15.402998625509003,18.85211690350198,17.38900766,12.732463838258392
31.50024663434298,14.00593726801427,10.217646051451126,14.107381038885386
11.823941824959423,21.04463077010324,14.893303694105587,16.592405789777626
22.625289056716724,6.566239128882096,21.653752047425513,15.522491986355949
12.563076901331181,21.793442428242116,12.745191534164924,24.489929614852983
19.044515465316547,19.820709894673215,11.475297839903007,14.541413762189123
10.468473056759176,24.89451315,18.08901231112067,24.123887911437667
15.599268526332683,26.573216308451414,18.33429190210608,21.462971671379314
20.449570155309143,21.604565147292384,25.30948361255482,13.10548692457328
17.892221254179603,8.814328812158983,8.682045008302229,14.441242580036937
17.625049433663897,23.055032692939747,13.552357728909474,25.430972819254976
11.60750818588767,9.398706046691242,15.433361592113345,11.412088165182345
17.134384295813163,13.71693781144399,23.96562849521375,9.984141975321053
16.45763344138162,17.361085794662614,8.188877540899085,14.119745293346671
17.294382744881677,11.41034358955066,13.745103003407293,30.00190981703328
20.709097096976162,12.989744740328714,25.956018270779794,20.879810121625844
14.335485883032142,20.944765545612416,21.33732755795379,18.37901778
20.210356788369054,16.863168952375354,20.663468143657408,16.141360056225093
16.508337690360307,26.750382381572926,16.80606255582129,22.967371544575627
13.030057814855116,13.387923584409155,20.703594523376204,15.795667414337228
15.108053229521492,17.55446885184125,15.154744694200224,19.27078410510947
14.552044313812228,9.544308088604321,17.313981367325624,17.26651205
22.347800112974912,6.807848831,17.40768308,18.251368514462335
33.75131642603161,15.032626920073062,10.89082008972704,19.684191983298298
7.729913998359757,13.02759709,15.189900756370811,11.744189618230084
43.553530447815504,16.08589518443538,11.361226053114711,15.022724817427532
16.91154463424316,15.86499875694907,10.192757985108422,16.11834084778258
25.62466065,20.89260861590637,18.68581993151514,42.01028357735273
24.309378231507786,22.83558409392642,18.47364979828199,29.89604928706524
7.7807874434042965,8.876359297,22.001413530126797,21.75852001398561
14.612274317419885,17.04732483462362,18.05949692498839,22.687881652382146
