# T, dilue rho, err, dense rho, err
193.0	0.000	0.000	0.516	0.023
203.0	0.003	0.004	0.429	0.023
208.0	0.019	0.018	0.378	0.033
188.0	0.000	0.001	0.543	0.019
198.0	0.003	0.004	0.473	0.020
