# T, dilue rho, err, dense rho, err
546.0	0.021	0.019	0.397	0.038
536.0	0.006	0.008	0.454	0.028
551.0	0.038	0.032	0.376	0.040
556.0	0.072	0.045	0.328	0.053
541.0	0.007	0.009	0.430	0.033
