# T, dilue rho, err, dense rho, err
187.0	0.116	0.060	0.491	0.182
182.0	0.006	0.002	0.629	0.013
177.0	0.093	0.048	0.568	0.156
172.0	0.077	0.043	0.549	0.175
192.0	0.130	0.071	0.427	0.154
