# T, dilue rho, err, dense rho, err
276.0	0.007	0.023	0.310	0.019
296.0	0.085	0.057	0.287	0.051
291.0	0.072	0.063	0.299	0.044
286.0	0.067	0.059	0.232	0.059
281.0	0.005	0.021	0.333	0.025
