# T, dilue rho, err, dense rho, err
294.0	0.002	0.003	0.452	0.028
299.0	0.004	0.008	0.418	0.029
304.0	0.004	0.009	0.400	0.029
309.0	0.010	0.010	0.373	0.030
314.0	0.028	0.033	0.349	0.031
