# T, dilue rho, err, dense rho, err
415.0	0.005	0.006	0.462	0.024
430.0	0.090	0.060	0.333	0.058
420.0	0.018	0.013	0.424	0.030
425.0	0.017	0.016	0.401	0.039
410.0	0.005	0.007	0.489	0.024
