# T, dilue rho, err, dense rho, err
678.0	0.005	0.006	0.500	0.028
693.0	0.012	0.013	0.443	0.036
698.0	0.024	0.025	0.423	0.031
683.0	0.007	0.007	0.479	0.029
688.0	0.014	0.011	0.459	0.033
