# T, dilue rho, err, dense rho, err
316.0	0.001	0.002	0.481	0.021
321.0	0.003	0.004	0.454	0.023
326.0	0.005	0.006	0.416	0.029
331.0	0.008	0.007	0.383	0.029
336.0	0.032	0.051	0.343	0.040
