# T, dilue rho, err, dense rho, err
303.0	0.000	0.001	0.454	0.018
308.0	0.001	0.001	0.412	0.017
313.0	0.001	0.002	0.382	0.018
318.0	0.004	0.004	0.357	0.015
323.0	0.021	0.022	0.317	0.016
