# T, dilue rho, err, dense rho, err
318.0	0.005	0.005	0.444	0.029
323.0	0.004	0.008	0.407	0.034
328.0	0.007	0.008	0.391	0.028
333.0	0.031	0.039	0.347	0.031
338.0	0.071	0.058	0.308	0.040
