# T, dilue rho, err, dense rho, err
348.0	0.004	0.006	0.472	0.041
353.0	0.008	0.012	0.441	0.043
358.0	0.011	0.019	0.413	0.039
363.0	0.054	0.059	0.350	0.076
368.0	0.065	0.057	0.306	0.067
