rcom(radial), density (g/cm^3), error
1.3517509927596105,0.44148090708782267,0.0
2.2529183212660175,1.2813922968594555,0.11058916647899404
3.1540856497724246,0.8193054249031486,0.03979846676088437
4.055252978278832,1.1822257787017998,0.031868875403023994
4.956420306785239,0.3867221687100842,0.016979774626036944
5.857587635291646,0.5251407079198238,0.015452915982925126
6.758754963798053,0.8396679555806705,0.011129434935638925
7.65992229230446,0.6984312704185289,0.008588112973876292
8.561089620810867,0.8013079144951704,0.00576825632869773
9.462256949317274,0.7214747254084107,0.006013142513149309
10.36342427782368,0.5603835219826155,0.004178506343826859
11.264591606330088,0.6968950208742318,0.0032052190004475825
12.165758934836495,0.7623620583095903,0.0031430842285521286
13.066926263342902,0.6460448064590777,0.0029686310465764443
13.968093591849309,0.7797100877813748,0.002278926397273735
14.869260920355716,0.7680821861019659,0.002185541711294303
15.770428248862123,0.7022445784212298,0.001946018794974134
16.671595577368528,0.7351483698182038,0.0019305633279060993
17.57276290587494,0.7651497192244926,0.0016889486865262822
18.473930234381342,0.6572900700491764,0.0014420098079086928
19.375097562887753,0.6655767982144778,0.0014067913336445516
20.276264891394156,0.7008198691574994,0.001171604250610341
21.177432219900567,0.6147430279907714,0.0010734474245043645
22.07859954840697,0.7029583911494384,0.001025507405398508
22.97976687691338,0.6346642401812234,0.0009289842168540424
23.880934205419784,0.7656306309726436,0.0008890746206243962
24.782101533926195,0.6915400817264624,0.000766990564454065
25.683268862432598,0.6467166286832842,0.0007396664790005177
26.58443619093901,0.6440644532867672,0.0006935674575923278
27.485603519445412,0.6600605247926191,0.0006262971998321442
28.386770847951823,0.6930168993961021,0.0005969728566999757
29.287938176458226,0.6886496228616171,0.000558026947936833
30.189105504964637,0.6829179829987597,0.0005367698398782653
31.09027283347104,0.7170760918730918,0.0004976594623055333
31.99144016197745,0.6896123343089559,0.0004739966623570984
32.892607490483854,0.6712447197564996,0.00044249590145118144
33.79377481899026,0.6935479146446749,0.0004499496955024514
34.694942147496675,0.7081755663526246,0.00041845289930538183
35.59610947600308,0.6939667422537926,0.00038835821906650495
36.49727680450948,0.7014605395800719,0.0003567101825590056
37.398444133015886,0.6505266206212166,0.00035497687924473736
38.299611461522304,0.6450690401665896,0.00033235525815602856
39.20077879002871,0.7182655655401763,0.0003217163226506017
40.10194611853511,0.639842272701912,0.00030535210748068955
41.003113447041514,0.761095343443613,0.00029544343774495963
41.90428077554793,0.7028621955164093,0.0002843100144654482
42.805448104054335,0.6696075592725474,0.00025886527629583224
43.70661543256074,0.7180923929201579,0.0002538024808610152
44.60778276106714,0.6833627525789217,0.0002484814922401349
45.50895008957356,0.7234386872419324,0.0002400873045589287
46.41011741807996,0.7250188191836847,0.0002250401870834993
47.31128474658637,0.7244444036920671,0.00022367436311875884
48.21245207509277,0.7098849036246777,0.000212114577575955
49.11361940359919,0.7170060378140165,0.0002031133727297084
50.01478673210559,0.7096053936038228,0.00019954654628003026
50.915954060611995,0.7149249849821265,0.00019251802782616702
51.8171213891184,0.7036874331181731,0.00018105340663692045
52.718288717624816,0.6954415651540687,0.00017809725323853867
53.61945604613122,0.7018675600945293,0.0001690005603823815
54.52062337463762,0.6868078974959084,0.00016566192445733314
55.421790703144026,0.7036223309903792,0.00016333833799662674
56.322958031650444,0.6972529298056683,0.00015705032311766397
57.22412536015685,0.6850727829023727,0.00014937136648648908
58.12529268866325,0.6856609578548034,0.00014647727366158382
59.026460017169654,0.6965581586031011,0.0001427111874512869
59.92762734567607,0.746909215683716,0.0001387945211097873
60.828794674182475,0.6882410797080755,0.00013205001568759826
61.72996200268888,0.6745073609727087,0.00012746474972526336
62.63112933119528,0.6820110936727865,0.000125372549579192
63.5322966597017,0.7082923400948511,0.00012233226890967128
64.4334639882081,0.6936598748497903,0.00011669143107492551
65.3346313167145,0.6932668515690036,0.00011669082760380635
66.23579864522091,0.6949905158021679,0.00011084537256702163
67.13696597372731,0.6954051955589675,0.00010932636162993814
68.03813330223373,0.6734670744719445,0.00010491998258359164
68.93930063074014,0.6920745036919106,0.00010339093784524885
69.84046795924655,0.7170278859991605,0.00010043652144354732
70.74163528775296,0.7031649573383363,9.948333685605609e-05
71.64280261625936,0.7109828883651631,9.439301443996957e-05
72.54396994476576,0.7091287675614256,9.351277726634536e-05
73.44513727327217,0.7027784197829557,9.063559173349619e-05
74.34630460177857,0.6986562107199407,8.847082712312464e-05
75.24747193028499,0.7235596516110208,8.731926576155376e-05
76.14863925879139,0.6901175536696472,8.471429079204672e-05
77.04980658729781,0.7001937961978056,8.213054852523431e-05
77.95097391580421,0.6942830297943258,8.170680424566584e-05
78.85214124431062,0.7104740766304506,7.892806765477601e-05
79.75330857281702,0.7042641797900082,7.73348781079956e-05
80.65447590132342,0.6919506105274006,7.540721769037433e-05
81.55564322982983,0.7182424804381219,7.438026134351954e-05
82.45681055833624,0.7220745113379661,7.326097589521483e-05
83.35797788684265,0.6924435862024524,7.100784162255957e-05
84.25914521534906,0.7318355728658332,7.029844240394861e-05
85.16031254385547,0.6807594661591126,6.732731753917676e-05
86.06147987236187,0.7061173047633085,6.691261195902332e-05
86.96264720086828,0.7178657365954569,6.548686163780698e-05
87.86381452937468,0.7197147105054983,6.394398809556798e-05
88.76498185788108,0.712973353513323,6.289639181510983e-05
89.6661491863875,0.7064570531307806,5.995623696062935e-05
90.5673165148939,0.703368852733059,6.082616970012638e-05
91.46848384340032,0.7014623427709308,5.862576276484419e-05
92.36965117190672,0.697658056314696,5.804157867633535e-05
93.27081850041313,0.688214022304063,5.5822162682871984e-05
94.17198582891953,0.6874927275129851,5.580656992096865e-05
95.07315315742593,0.6837074041499787,5.483489209565057e-05
95.97432048593234,0.6996592089194763,5.3653451762179304e-05
96.87548781443876,0.6995932065476148,5.358349254033246e-05
97.77665514294516,0.686382289465945,5.080266766194996e-05
98.67782247145158,0.6817355023509595,5.033802750198203e-05
99.57898979995798,0.6723603490715002,5.018527090661291e-05
100.48015712846438,0.6734264604714024,4.8863876141851245e-05
101.38132445697079,0.6635890416186059,4.8173934434283546e-05
102.28249178547719,0.6721708783781883,4.738043664602266e-05
103.1836591139836,0.670877796251041,4.673420474985248e-05
104.08482644249001,0.663865175710535,4.582650827323026e-05
