rcom(radial), density (g/cm^3), error
104.98599377099642,0.6631904556532231,4.453199496264042e-05
105.88716109950283,0.6555146508976382,4.445456598019615e-05
106.78832842800924,0.6137020065002702,4.3124042316215096e-05
107.68949575651564,0.6303718537483768,4.2460733244160075e-05
108.59066308502204,0.6137389248177908,4.2588505982802294e-05
109.49183041352845,0.6236248147958631,4.133166607879588e-05
110.39299774203485,0.6020052557451051,4.020080905450215e-05
111.29416507054127,0.5856044063372434,4.000457921144777e-05
112.19533239904767,0.5847396009005289,3.9270284435180204e-05
113.09649972755409,0.5841416750975832,3.790798683155605e-05
113.9976670560605,0.5514036379457425,3.7651485316144615e-05
114.8988343845669,0.5419575584847514,3.7163967032395536e-05
115.8000017130733,0.5266000503664799,3.674336822272298e-05
116.7011690415797,0.5183905399317426,3.624382160600374e-05
117.6023363700861,0.5143292987169902,3.570262632012349e-05
118.50350369859252,0.4868937193029158,3.513888434345221e-05
119.40467102709893,0.473185700244994,3.4958974261754584e-05
120.30583835560535,0.44905152139934085,3.415335654232729e-05
121.20700568411175,0.44512764280448747,3.3610148733696005e-05
122.10817301261815,0.41990611053329974,3.3006434275822526e-05
123.00934034112456,0.4057113083076573,3.232717699840583e-05
123.91050766963096,0.3897098685579172,3.1984659217768105e-05
124.81167499813736,0.36523099033754536,3.106807720893602e-05
125.71284232664378,0.35094091816632267,3.1148719747324966e-05
126.61400965515018,0.33821059692293476,3.0470290976578008e-05
127.5151769836566,0.3282752352833567,3.0552871863644514e-05
128.416344312163,0.31299925408760343,2.949884620525852e-05
129.3175116406694,0.2948484591724748,2.9627877373516073e-05
130.2186789691758,0.2671938899682059,2.8785393811974418e-05
131.11984629768222,0.25050031485323365,2.8424144210133385e-05
132.02101362618862,0.2452075894168617,2.7832153371528074e-05
132.92218095469502,0.22052670474843292,2.6913624637665036e-05
133.82334828320143,0.2125869716371356,2.7427005435185776e-05
134.72451561170786,0.20403347680629463,2.7361060333009724e-05
135.62568294021426,0.1841489452613245,2.6163148213981497e-05
136.52685026872066,0.16595343896920983,2.5995561927770958e-05
137.42801759722707,0.16081867241992134,2.5366048759763934e-05
138.32918492573347,0.1398877479415958,2.4688943097116662e-05
139.23035225423988,0.12649765378073724,2.4809907890103255e-05
140.1315195827463,0.11972743645344014,2.411670432112719e-05
141.0326869112527,0.10496305624541007,2.471060528242873e-05
141.9338542397591,0.09621690745993948,2.3766222487855344e-05
142.83502156826552,0.09064925213791084,2.4225007497128253e-05
143.73618889677192,0.08041039670818784,2.322355885407469e-05
144.63735622527832,0.07367256652846574,2.2903094908873896e-05
145.53852355378473,0.06473687788100169,2.2557789541519333e-05
146.43969088229113,0.05822637120353994,2.206027058812422e-05
147.34085821079753,0.04827611628570329,2.0736812627567186e-05
148.24202553930394,0.050593992149234435,2.2434283917200638e-05
149.14319286781037,0.0424492114962912,2.201583236427258e-05
150.04436019631677,0.03308099125835744,2.08716277338628e-05
150.94552752482318,0.033035132244614615,2.1016880858618875e-05
151.84669485332958,0.027614629009552298,2.0359296741181333e-05
152.74786218183598,0.0243911923471759,2.099249210265031e-05
153.6490295103424,0.024346432828100395,2.0261492960760738e-05
154.55019683884882,0.020646986670612322,2.0351032664828418e-05
155.45136416735522,0.01840218377444241,1.9576360751236152e-05
156.35253149586163,0.014421761847365037,1.9444539006284134e-05
157.25369882436803,0.015322418311348568,1.9685385215952634e-05
158.15486615287443,0.010443121488258463,1.9560579497052563e-05
159.05603348138084,0.009501193206845095,1.7273724213392007e-05
159.95720080988724,0.009008990934807632,1.709212329394318e-05
160.85836813839364,0.007648801486558084,1.767103348757484e-05
161.75953546690005,0.006153020675299752,1.8692647616679288e-05
162.66070279540645,0.005407937820865737,1.715087554766117e-05
163.56187012391288,0.005657433149871784,1.7883963770374425e-05
164.4630374524193,0.004819431345253022,1.738970249825687e-05
165.3642047809257,0.003947971090099231,1.6566569072514552e-05
166.2653721094321,0.0027822301050629394,1.6657918632175957e-05
167.1665394379385,0.0027789864785831213,1.4544070390400677e-05
168.0677067664449,0.0026918442304234187,1.6118148488377065e-05
168.96887409495133,0.002459506864124171,1.8153833697769407e-05
169.87004142345774,0.002270906688518737,1.7908521053274107e-05
170.77120875196414,0.0013489538092551303,1.640079006255071e-05
171.67237608047054,0.00120138419441596,1.623673386652862e-05
172.57354340897695,0.001050296335576897,1.7244442108583937e-05
173.47471073748335,0.0008238438158977293,1.284192377458187e-05
174.37587806598975,0.0006429615762666501,1.437110876821589e-05
175.27704539449616,0.000599614925278729,1.336111166606048e-05
176.17821272300256,0.0008441779240973033,1.372669444837926e-05
177.07938005150896,0.0006062326845125786,1.4289431993843302e-05
177.9805473800154,0.00047958554337099087,8.779822635830009e-06
178.8817147085218,0.00041191997548322,1.2093404332775815e-05
179.7828820370282,0.0005386365897835877,1.5159176253964025e-05
