S4Yx30-clique-rcom-normalized,S9Yx15-clique-rcom-normalized,S12Y3x10-clique-rcom-normalized,S24Y6x5-clique-rcom-normalized,S120Y30-clique-rcom-normalized,Sc_S4Yx30-clique-rcom-normalized,SSYx50-clique-rcom-normalized,YSx75-clique-rcom-normalized,Yx150-clique-rcom-normalized,YYSx50-clique-rcom-normalized
0.282176166,0.237073108,0.310379662,0.14852951,0.118805023,0.244071954,0.361386853,0.180613312,0.244955298,0.170889085
0.27219345,0.241814762,0.137605627,0.215105695,0.109236132,0.291537552,0.17969775,0.253675019,0.245879998,0.151650547
0.213976329,0.237888442,0.268674552,0.603090671,0.229634044,0.366311611,0.339608148,0.246507948,0.257580244,0.248399857
0.080377268,0.372209157,0.183225727,0.94095121,0.203454634,0.535750387,0.244337615,0.221818449,0.130695991,0.2463501
0.23772483,0.197740407,0.268966491,1.036659349,0.127764252,0.532275346,0.274335505,0.316647764,0.254530593,0.222369615
0.23128501,0.259885064,0.173742165,0.251829885,0.153366838,0.549444344,0.261802252,0.316523198,0.109978815,0.190871637
0.269750392,0.223193756,0.29104702,0.414776161,0.575305468,0.486278078,0.288932653,0.271388745,0.359716296,0.207929904
0.227712705,0.369371376,0.21873653,0.200406659,0.191784081,0.595969428,0.25666598,0.08861964,0.264291543,0.199519307
0.190161619,0.267311197,0.21754568,0.11912081,0.182537641,0.231820651,0.273988008,0.287525327,0.243088123,0.178354482
0.329213003,0.2989913,0.306944771,0.228770888,0.091828438,0.449629977,0.267215351,0.269821813,0.249416991,0.264797269
0.280973171,0.19319733,0.354927208,0.792829173,0.132508273,0.273556571,0.283058711,0.206070189,0.261678876,0.245308625
0.332496785,0.280818525,0.272704308,0.181378178,0.129828425,0.264233623,0.357907186,0.184300351,0.226043249,0.108470992
0.132708398,0.208141078,0.23361355,0.229390943,0.223580861,0.462906529,0.349433094,0.242755789,0.294931433,0.206198551
0.071507373,0.211122005,0.117552683,0.144059363,0.131612636,0.209731098,0.288743767,0.249106906,0.234596561,0.262644929
0.287283737,0.29307135,0.177841261,0.271352157,0.09462868,0.48284627,0.300765543,0.195099706,0.237346369,0.250988784
0.293211919,0.143846366,0.321847079,0.235229319,0.114422384,0.560882638,0.089011809,0.187857579,0.363113118,0.194635458
0.238687849,0.155741706,0.349252313,1.035130595,0.603260402,0.495984876,0.308218457,0.277908493,0.227956088,0.182762509
0.314795941,0.224369774,0.234499846,0.128073537,0.553040274,0.393148172,0.164870305,0.271635278,0.22962094,0.09504073
0.288059978,0.202645099,0.22266634,0.320210724,0.153061386,0.265074494,0.401443042,0.309482593,0.224545074,0.207919054
0.294401059,0.249352713,0.264159024,0.116998496,0.123290923,0.334692825,0.138147975,0.178601559,0.17101055,0.193035389
0.259424084,0.210391215,0.283203922,0.995422841,0.181475425,0.311498742,0.253416978,0.192009442,0.236038154,0.243784106
0.323043342,0.15027934,0.226833584,0.247358081,0.724543604,0.420713217,0.36689438,0.28397361,0.241214194,0.114549067
0.121302986,0.241237425,0.343872807,0.172519974,0.166220272,0.178148311,0.219409053,0.126638461,0.247032653,0.223566534
0.237171454,0.155695198,0.235759183,0.903778075,0.221098488,0.30560793,0.262537435,0.219133215,0.323841561,0.177786485
0.196486373,0.210584346,0.130616754,0.416329332,0.115020384,0.18735754,0.249482294,0.235215537,0.335744614,0.184371444
0.17827836,0.244939017,0.337012456,0.233533348,0.107094247,0.192924173,0.242744348,0.127913966,0.171579551,0.164192991
0.14698889,0.14135997,0.229042131,0.383280332,0.564816839,0.305450768,0.230602498,0.221725274,0.193357096,0.204181616
0.178280125,0.223480393,0.171536898,0.843352763,0.177836102,0.285370183,0.170483057,0.205775535,0.300765352,0.232048248
0.278407608,0.175861905,0.210601468,0.118245266,0.128408008,0.405770602,0.217642382,0.268765097,0.20176517,0.202724394
0.39053189,0.178707213,0.265424493,0.101342794,0.161327988,0.389420714,0.228224812,0.2635023,0.259578308,0.177681499
0.310081118,0.176255813,0.308700787,0.250022005,0.685344342,0.318834089,0.141284826,0.317913558,0.296207626,0.27299815
0.283483871,0.290392585,0.220835356,0.206954328,0.126636732,0.267430254,0.139660589,0.282791043,0.099328351,0.160110188
0.180209247,0.305182753,0.19335894,0.317747125,0.211172021,0.463602149,0.217884023,0.233367814,0.255275859,0.188748398
0.2447801,0.144103966,0.294178789,0.22507519,0.126442394,0.360417116,0.219745324,0.216131552,0.202894116,0.272993066
0.210158921,0.122105647,0.163927226,0.880391331,0.140380873,0.220248645,0.171623529,0.288893944,0.329742337,0.29242503
0.193640591,0.280088919,0.259190644,0.349423938,0.113461323,0.347000859,0.204391729,0.200432763,0.164282304,0.225982423
0.217227981,0.286586734,0.11292314,0.169152489,0.674886375,0.347669728,0.246259449,0.27148851,0.269720512,0.213887711
