S4Yx30-hub-rcom-normalized,S9Yx15-hub-rcom-normalized,S12Y3x10-hub-rcom-normalized,S24Y6x5-hub-rcom-normalized,S120Y30-hub-rcom-normalized,Sc_S4Yx30-hub-rcom-normalized,SSYx50-hub-rcom-normalized,YSx75-hub-rcom-normalized,Yx150-hub-rcom-normalized,YYSx50-hub-rcom-normalized
0.051525347258313356,0.15803278100737572,0.12631941254799636,0.10996605555193155,0.067022076,0.14365605539915577,0.051603784,0.088118362,0.077234593,0.2019156593949249
0.11993621454675216,0.16050734874543784,0.096523622,0.145603838,0.079093236,0.10629567560310091,0.094687585,0.1636929924165424,0.27348868105357504,0.044969009
0.13926296051897494,0.260038794,0.078839897,0.13694461933365037,0.10929287383084442,0.20444301748091936,0.14893761462193417,0.21409213951756978,0.12106677109017681,0.16905097858415188
0.22596282558878214,0.089947812,0.17759017184941275,0.3317263823759303,0.11890836327968338,0.15329403172115136,0.13778255368711853,0.12164759242952404,0.16556724549764257,0.1545104949259268
0.056141767,0.17702230307893255,0.18920591733496808,0.12734474132988657,0.19797787802604994,0.145271582,0.2012415963396523,0.1823292346248582,0.289294903,0.2525709640532403
0.22072640073856153,0.21060479605647056,0.10014835078627038,0.271169746,0.12457211352528404,0.234674818,0.18805581356660195,0.16620654283802727,0.16758757891197493,0.10666454903345485
0.13921970265946387,0.096729719,0.20643909939022786,0.17970069474078715,0.09486895,0.19070394526892176,0.16667270397207867,0.2596159352398749,0.27436855204941496,0.18136914940775847
0.12515582410336198,0.2548746607669333,0.24308106354727532,0.2044288647746015,0.097382308,0.3424314392346196,0.20030691119085614,0.19011693777331404,0.23268245953079206,0.10971897301273911
0.22504267798935745,0.15424869156605697,0.22369923171557488,0.1783917116969147,0.1025037451286651,0.20265217500234797,0.10221321887092491,0.248661268,0.13862735917984853,0.1885319570680456
0.222335781,0.1761498547664963,0.21049198139869665,0.20926256415836272,0.064680068,0.1750049836031745,0.043792273,0.22873322507344385,0.14438187706606437,0.082249012
0.19049939318525122,0.10034053016217556,0.11018195743841962,0.15951317567119708,0.071686955,0.14655645655282762,0.11709342729100729,0.14009140779993512,0.12579644450000757,0.083096795
0.091292556,0.18900509896187107,0.21936544318169612,0.2042691101728076,0.11495563854928721,0.18854583898040397,0.23247669993654893,0.11444911801253124,0.24196928584874544,0.10834531984221416
0.087748429,0.19817534476305762,0.19593342364594252,0.18210247848871483,0.1492431837849519,0.2000358154063685,0.17312075294272383,0.18975768567729065,0.14889338915657047,0.066566475
0.12035641785023261,0.12929515684390686,0.10576571437580326,0.34521974181500603,0.09180915,0.1812832493770817,0.077680013,0.15348220442572005,0.16907700755712968,0.1510713308697297
