A1-LCD-hub-displacement-angstrom,FUS-LCD-hub-displacement-angstrom,EWSR1-LCD-hub-displacement-angstrom,TIA1-LCD-hub-displacement-angstrom
20.625378471976326,17.877897775602708,22.02096344279642,28.971863626946973
29.18715985329579,18.318300144942782,23.793480480727954,33.34424258553054
30.714298186543523,16.853260773947824,8.840675988169266,19.279087279639334
13.485810334901908,21.245330446530325,11.679708811408489,20.256318589678678
11.534420840317564,15.889533837809028,10.38801239226825,16.268435063578337
21.69900193336402,15.422368632042357,12.954063726091778,19.260062450506318
17.78470128932448,17.364860382500595,21.227161173525605,26.396291858025172
19.146709329864176,19.78060110618711,23.403304534774232,14.01064178079944
15.082804766566657,19.238036969079587,14.523203345997945,13.352151120823128
33.53974415924215,21.702528380888218,13.397059944834188,20.01207656082137
20.55063303414542,22.423892063441205,13.780651827231724,27.974105734613854
9.979132291367938,15.613940132235179,15.01958566064419,19.647403195418377
20.93767744488653,20.911473648806904,10.053200638628102,24.84145892536911
19.382669827748238,17.529440810878498,11.766692154618973,21.68946983715628
27.23781105408852,38.64455042227618,19.664823971016865,9.658927687268646
31.077182307384476,15.489695918573393,21.385116471557296,17.19043537609391
19.47273400191675,23.450576173099194,18.227396852469916,21.76218551
25.108350199017742,12.262241691715035,14.07195557106606,11.412906391429555
14.542881876358129,18.38204833867846,21.65590112677505,12.486859879207032
17.218343856076313,8.052508987076546,15.759158814383472,17.72651105514646
16.435830696693664,27.313063230990583,14.427954212237733,17.44655180260053
17.182770733804865,25.37186346309627,19.12679306381573,30.55508665086266
32.69915134414091,27.713114132271702,19.413335031778228,21.58335540815428
22.750601003967425,25.04231853936193,30.056583401506323,23.535752167455897
19.003920522591855,25.168177232577342,9.840296288139129,57.38077072331201
19.355759067910597,12.511147668978586,22.659500559740984,37.38587713695488
32.446140279332155,26.599898282590168,15.546122554759645,23.808216710335202
27.37353349728826,20.623713985205022,8.107796958281583,16.970373140488565
22.466936600279315,19.61704864,10.862090177190584,28.546302099408482
17.407424975573427,16.138129467604344,21.232762145269415,17.941414685101783
19.958359542022023,7.446981716276561,15.487940696734963,20.739254295322596
21.88852857473106,26.761373815801818,13.280253448533607,23.440257177295255
16.70840553401787,21.147476835290608,14.545629377690783,32.60506828367677
18.933249290296402,27.027897176871313,17.41725425773693,12.400589384654943
18.851971156438715,18.92179504078167,11.926986287912065,27.228087980208095
38.25245280344121,29.75450343380956,12.89823573771071,24.429951421401643
19.592316145648798,30.93558932502968,11.803906452881524,21.81557790138735
30.60742956189879,22.865406861077027,15.446806908725465,26.792463885615387
15.498133644062968,25.504226018173192,8.499854021133807,21.059279788608627
16.04474675488668,24.095879178423935,19.92485420713417,17.49421157952841
15.542349707835365,22.024005328897218,15.266570092075733,22.54177221
12.221262119581965,11.299236543446423,9.909576081420344,39.97367118269135
18.86012362518708,19.04047341,14.406328957969148,23.541017649943086
20.560578992399442,19.099489123499158,8.603307219,11.98129009052877
28.47285369733203,29.813886637705984,8.755791380083778,40.90306861459712
21.404738470915866,21.761958757977563,20.768711221853664,18.796435804428683
38.26627946284317,23.192698148716133,18.492160382375104,17.566305884648816
24.536587265538913,14.771417198103567,24.222861413603223,29.086738522581037
20.065923351282002,22.26003686929666,13.03911657071654,21.180807060758603
24.717372469645067,26.853422751075417,18.91058160473296,21.31742398130364
17.64100566,28.978427570318523,15.945111433845709,25.22925948394829
7.373521728415575,13.656166194670151,15.794310597369535,12.384306861083044
42.34075323305582,15.908514368215698,17.88207433610436,30.68391402882032
23.66399827720329,22.440804928502875,17.013892727585414,26.005504214948775
16.36268933986696,19.778246807884813,9.011951829180676,33.27170065908216
24.944214727717682,13.501754216511163,12.869229808551555,23.13392749734605
17.250152293409197,23.430401539388686,15.570645394007403,19.323355230033535
20.28721132032164,13.388990329285384,17.280687321213676,24.82366500104903
5.562469286131721,20.155073872310428,18.309454840954924,25.160590630033887
19.886992551878535,15.424322671895123,15.831545212465684,19.869781145273816
10.96003127740006,21.743717799292575,18.912512756367995,25.637424229110252
25.645485468200285,15.714388751991022,25.427327075895825,29.921583537794803
9.370745055593874,25.909245732464512,14.64129731839948,25.96246485
23.557286183271415,30.30570739217496,23.40735277991752,16.566021602360898
19.228968088309507,19.547225546454484,16.475057736154277,18.01003499884513
17.72416258176611,15.03793693751091,20.555268089431905,29.918225439535767
25.27992838645604,21.372238478420392,20.365924327640137,27.239784371308218
14.287559330398874,19.74196794,16.983064294472655,16.583872436778552
7.262423355260438,11.885594351552161,12.258433337731582,33.41231324711709
12.626374549475546,20.003116008883346,14.371914494969786,19.512358801099175
18.934420469849186,22.66119678432927,12.801373003921114,17.06590299601543
