A1-LCD-interface-bounds-normalized,FUS-LCD-interface-bounds-normalized,EWSR1-LCD-interface-bounds-normalized,TIA1-LCD-interface-bounds-normalized
0.136077061,0.152656079,0.207967057,0.123598718
0.44165362,0.413443546,0.473924927,0.355346314
