A1-LCD-clique-rcom-normalized,FUS-LCD-clique-rcom-normalized,EWSR1-LCD-clique-rcom-normalized,TIA1-LCD-clique-rcom-normalized
0.354732016,0.281987933,0.21051146,0.205064237
0.235228574,0.09925642,0.3470582,0.207379867
0.303425286,0.102884249,0.385530964,0.13855706
0.252628022,0.167743302,0.221845119,0.140130923
0.328867928,0.077190079,0.257639782,0.323759754
0.219179752,0.157625085,0.203412607,0.184782633
0.266540867,0.175159973,0.152429036,0.323432753
0.196311426,0.276535055,0.086840049,0.232113818
0.232686518,0.192613722,0.289661209,0.264803258
0.212997281,0.13678478,0.258052284,0.076632373
0.196902129,0.228383809,0.315369096,0.074070544
0.133824372,0.106326816,0.223833245,0.069860306
0.213714718,0.077504778,0.255262115,0.235027896
0.19352793,0.103937203,0.289966762,0.128521372
0.289914018,0.10571191,0.343636336,0.307458155
0.160794406,0.102310158,0.250558478,0.250595959
0.188498575,0.117158371,0.289958723,0.144329073
0.193526947,0.272666258,0.268330056,0.244074944
0.285227847,0.167869014,0.278255259,0.082396817
0.148275676,0.270062122,0.296277126,0.160094717
0.141381138,0.298964843,0.267230327,0.190172586
0.196559352,0.063175654,0.27562564,0.217848896
0.214336286,0.169805302,0.373958876,0.204655878
0.230149102,0.093318921,0.271647606,0.183285705
0.217488129,0.150482489,0.289066862,0.193173258
0.250528402,0.156170432,0.232168911,0.183027172
0.294627078,0.274913374,0.277085353,0.315458261
0.22758738,0.273572627,0.205530036,0.355211835
0.157952037,0.096164602,0.204344082,0.293086004
0.186283914,0.106570919,0.234674438,0.200119215
0.135180248,0.091825239,0.104364426,0.125748214
0.14714327,0.116984474,0.206444823,0.16371075
0.114958452,0.24040105,0.255028704,0.299403864
0.106352516,0.134894039,0.155848975,0.136687652
0.128557342,0.256782225,0.302351827,0.22492177
0.165606459,0.674002437,0.215620067,0.212856115
0.133034067,0.080678439,0.258596889,0.302202903
0.163349907,0.11696982,0.19812826,0.133222214
0.263467288,0.314355518,0.180116775,0.168866423
0.343120531,0.101931288,0.113985163,0.151696748
0.330382671,0.188708691,0.215278283,0.322648814
0.293115284,0.081238054,0.238816427,0.077557195
0.436877587,0.105927977,0.262473762,0.043500886
0.279418574,0.087535362,0.279603987,0.290885223
0.235544852,0.164586938,0.392577617,0.288779494
0.192863707,0.154200519,0.251870259,0.268476095
0.289495273,0.137497476,0.251332196,0.311973993
0.398695816,0.241784885,0.173238927,0.28086064
0.208024273,0.265181518,0.186229405,0.151885145
0.267636731,0.167167672,0.210071379,0.165064666
0.196576652,0.216008896,0.182382281,0.162242853
0.174437365,0.1470074,0.365131749,0.204905965
0.184863826,0.186074117,0.31568411,0.178822851
0.143501127,0.101269101,0.187393725,0.178523428
0.138929769,0.14291565,0.278900376,0.214310319
0.294578066,0.152261216,0.268563488,0.150371332
0.197238835,0.181293874,0.286325007,0.171847074
0.200985092,0.174410305,0.120811509,0.270837859
0.194467731,0.21004661,0.123794213,0.149998236
0.249107651,0.309217896,0.362934277,0.18015325
0.254541659,0.16860598,0.368321554,0.214873364
0.280407685,0.302220011,0.273125398,0.175543734
0.214359109,0.276370985,0.195667254,0.141761696
0.10037611,0.196828796,0.238498778,0.260570307
0.190967335,0.22541188,0.115728979,0.272227056
0.183085141,0.231660269,0.278072237,0.260881648
0.158897311,0.169940387,0.28382062,0.219190298
0.28207214,0.157269648,0.328427086,0.117722175
0.157534305,0.094380826,0.329710393,0.312765692
0.264573252,0.185012586,0.149623062,0.258555829
0.293965598,0.3356639,0.359212102,0.340558635
0.301688987,0.113505429,0.350443749,0.264486166
0.181263952,0.115172433,0.294317009,0.207859949
0.19408943,0.238425229,0.285450177,0.117756129
0.20717275,0.174115425,0.124184136,0.31709068
0.286023633,0.165307333,0.307731917,0.193769351
0.317682508,0.191565892,0.227591411,0.193214189
0.286602055,0.317513997,0.289514862,0.229719561
0.287965393,0.229376996,0.121392973,0.212729894
0.149796923,0.303590705,0.161651146,0.182834932
0.284404383,0.150723819,0.44313934,0.167592267
0.296849768,0.136341982,0.184183882,0.159132472
0.23799431,0.127274651,0.332663633,0.173415007
0.148657425,0.130451119,0.174558056,0.205103503
0.268012388,0.12161873,0.224176535,0.279047822
0.304400774,0.128480935,0.302798684,0.097220727
0.215388346,0.209721605,0.140229414,0.157918596
0.224600768,0.220676396,0.303357306,0.167242723
0.294752503,0.280171857,0.232107704,0.228161045
0.266243505,0.229660799,0.158863596,0.049148839
0.19851276,0.108301054,0.220436681,0.066269744
0.211058632,0.259489903,0.250192768,0.130856251
0.335102895,0.284170171,0.279679647,0.148250752
0.35352192,0.184941427,0.259802475,0.22874601
0.329234157,0.178953861,0.164248729,0.258858422
0.149097549,0.166531848,0.312129226,0.219787042
0.203333299,0.193342936,0.314008591,0.235309677
0.187775423,0.230190957,0.316488541,0.170422271
0.298587435,0.162632985,0.250051069,0.250864261
0.210987595,0.278688239,0.158084133,0.239423428
0.169176574,0.259358475,0.232234518,0.178744941
0.329899534,0.113281056,0.37747335,0.150852194
0.184544276,0.141846594,0.267507793,0.142593429
0.189600157,0.202290744,0.301416405,0.133957703
0.169481355,0.263538226,0.312515244,0.157632366
0.208591183,0.204302047,0.113331823,0.149738632
0.303553539,0.187785394,0.259475515,0.204505846
0.322293559,0.204537705,0.324444723,0.154888749
0.357811364,0.202297571,0.193510636,0.126870044
0.141033444,0.217279025,0.278854146,0.259517999
0.211254146,0.2054258,0.420740515,0.157009797
0.175793437,0.146899108,0.254682609,0.942009557
0.329849714,0.232195006,0.296292264,0.92403758
0.358319149,0.406752087,0.227593701,0.215240612
0.169324574,0.262246318,0.254909508,0.245761367
0.32045892,0.26601935,0.234900516,1.012291953
0.195742872,0.272123522,0.219041162,1.0318107
0.278701926,0.160653974,0.165025935,1.024576924
0.72082876,0.275766696,0.309874627,0.187484346
0.146144298,0.203804143,0.335778176,0.302093646
0.16887976,0.16365998,0.150743921,0.206086388
0.149562468,0.208573589,0.333396404,0.222135377
0.202673964,0.191387296,0.186723509,0.214092427
0.174208019,0.173011044,0.319579795,0.167299546
0.344019135,0.211880633,0.182182226,0.229591571
0.154877075,0.219993359,0.177493162,0.180683402
0.187820647,0.2270628,0.354067821,0.191739235
0.2926435,0.202071997,0.229188879,0.19728434
0.263879707,0.283286591,0.137222806,0.103008021
0.176763805,0.219522022,0.178143086,0.182730525
0.174148095,0.137760816,0.234722525,0.141791337
0.2104164,0.228005618,0.356059408,0.177692959
0.178505715,0.144881099,0.217442515,0.275748923
0.148559332,0.153276262,0.270502722,0.272535347
0.171312371,0.183030862,0.204779655,0.316045246
0.121201505,0.176752005,0.379235669,0.211958941
0.106532523,0.116353426,0.139156283,0.17141415
0.075985195,0.375229141,0.27751955,0.222889623
0.095688422,0.242066741,0.218005786,0.255316633
0.330587291,0.272620629,0.319586451,0.225705287
0.177580331,0.300315937,0.302804399,0.268273149
0.348556316,0.253040886,0.261664946,0.271355026
0.111804976,0.246576766,0.218561353,0.07973077
0.247704562,0.240228975,0.308008977,0.134745056
0.266213757,0.258516034,0.253121767,0.267892651
0.268540532,0.14310135,0.271363405,0.211911129
0.20535147,0.311383522,0.262240768,0.133017014
0.222570229,0.243365704,0.240600209,0.078787363
0.163181244,0.162797284,0.170969339,0.110680601
0.221551416,0.157481588,0.172090216,0.224715296
0.175662918,0.21425999,0.313232414,0.270171738
0.167625383,0.140425332,0.253009589,0.734643541
0.330402167,0.192553514,0.294736379,0.162973866
0.240724221,0.080486714,0.329730318,0.20200405
0.134002398,0.139320885,0.422898418,0.222845735
0.231788112,0.081155029,0.302922029,0.237011719
0.274073182,0.23798367,0.224106994,0.143573757
0.175510843,0.198094373,0.370940306,0.161473967
0.30783653,0.184302883,0.226839229,0.248786923
0.319998914,0.20487413,0.303572394,0.319965606
0.315467534,0.181747853,0.326974295,0.21228025
0.320622944,0.26469033,0.25942229,0.293821596
0.136942487,0.146491546,0.28394786,0.307389227
0.303501479,0.11243354,0.196162867,0.120266551
0.217647556,0.142074767,0.261740023,0.174796456
0.204304115,0.151324992,0.308040427,0.259001668
0.108373533,0.148640778,0.257299288,0.194767285
0.235632502,0.241782494,0.227116749,0.204612569
0.174312791,0.185311368,0.288765256,0.272977131
0.290543504,0.114040093,0.349978945,0.111061845
0.241562924,0.116655422,0.298580115,0.235008597
0.13882841,0.130600266,0.192426143,0.257496803
0.215235169,0.150360487,0.1993097,0.248167407
0.096990357,0.131188276,0.281028101,0.264867286
0.33429349,0.113663221,0.233959802,0.219688143
0.106856482,0.146876997,0.232645992,0.199076899
0.206258556,0.111409202,0.316134243,0.338251362
0.367275494,0.175856479,0.407446191,0.176386501
0.3170818,0.279786192,0.3446174,0.340524311
0.152618292,0.180951019,0.311423531,0.173351124
0.261258056,0.150584347,0.241069707,0.187984767
0.203968201,0.189185557,0.312553283,0.219857423
0.121182916,0.173343676,0.203816615,0.192889561
0.162385771,0.297110984,0.236392349,0.100267147
0.41941425,0.170242128,0.170538515,0.11469355
0.245093374,0.159516084,0.307816306,0.289370949
0.262908534,0.234938604,0.229040151,0.216718011
0.258327131,0.280494885,0.252766052,0.127820856
0.434467135,0.180893023,0.295529836,0.174286954
0.381491978,0.217559953,0.269047689,0.098981395
0.18509631,0.299503962,0.242804428,0.208690586
0.314652135,0.130959627,0.262536699,0.21172393
0.43377027,0.226614934,0.242767195,0.924107567
0.19157275,0.261276051,0.28850288,0.074228237
0.200746221,0.158248997,0.244044663,0.23333106
0.210985664,0.289168908,0.262157242,0.163835635
0.296940825,0.188621238,0.234142401,0.136924587
0.183466707,0.189883494,0.246962635,0.148835221
0.397717814,0.236487101,0.169558411,0.28781897
0.462445328,0.09564017,0.268462448,0.25051444
0.249252444,0.210404515,0.242575403,0.217633581
0.054204151,0.248584745,0.272715022,0.216751427
0.166697922,0.179160793,0.283288947,0.268371668
0.159074421,0.251309941,0.160159451,0.156219384
0.32714607,0.259547956,0.248302971,0.265241487
0.281382408,0.266311885,0.333471997,0.233732389
0.23233755,0.230587743,0.249821491,0.092132883
0.224635524,0.125683772,0.30473689,0.234346725
0.171088167,0.302064642,0.114129281,0.257967698
0.27303333,0.305924664,0.207360864,0.247552049
0.369417451,0.241843639,0.307931362,0.177431825
0.140442413,0.242358011,0.401012561,0.206618514
0.076632061,0.248614181,0.235900188,0.165077913
0.088347864,0.203047263,0.31417616,0.137345877
0.250196993,0.259881471,0.268707894,0.137295096
0.155209233,0.211528769,0.194331867,0.26325593
0.147414303,0.156216212,0.309317533,0.164012714
0.284474958,0.247569185,0.324557604,0.289486528
0.191902286,0.180004512,0.273604214,0.170163756
0.15562258,0.238797195,0.283121685,0.708874397
0.278190184,0.13882314,0.472666067,0.155692145
0.269843232,0.16142538,0.266865124,0.148029867
0.288009342,0.213860149,0.286343049,0.064072134
0.364782873,0.120492721,0.282189056,0.056805699
0.312222464,0.112705489,0.254554529,0.163541781
0.332086834,0.178693823,0.337714705,0.225848921
0.319604006,0.266580065,0.261058606,0.15775974
0.293296777,0.265051706,0.300878592,0.071791557
0.189806737,0.284102892,0.27116957,0.174283861
0.17551974,0.272331855,0.295739186,0.727741524
0.161586535,0.374109254,0.184987084,0.217956385
0.063095135,0.240953118,0.276917772,0.127800039
0.055147732,0.214252233,0.234810737,0.747625484
0.027757814,0.192943619,0.312813853,0.214054682
0.008946898,0.111636508,0.376614952,0.249342246
0.051019808,0.238556945,0.157006236,0.174175674
0.280732123,0.091820159,0.343705645,0.206321673
0.081815464,0.296637215,0.234146669,0.223083798
0.040019897,0.222667489,0.193662394,0.249876459
0.256428096,0.249251368,0.253759569,0.286176274
0.253667673,0.123338777,0.161170506,0.795224331
0.220730967,0.266589888,0.141236691,0.301333574
0.121925998,0.218742322,0.229703791,0.326652851
0.319528755,0.29652933,0.263213648,0.316473933
0.228947206,0.13366281,0.325251452,0.185010085
0.119019801,0.18024307,0.23181367,0.181127037
0.170988584,0.271415824,0.364151197,0.210355378
0.163667164,0.28426322,0.285347703,0.247009074
0.171018752,0.145377282,0.451321206,0.263772345
0.080001743,0.215142832,0.421576704,0.187229414
0.110854673,0.237556617,0.270397555,0.254118004
0.064305778,0.1769151,0.281178525,0.165718464
0.123604877,0.228458037,0.301780699,0.10065913
0.18887319,0.303571776,0.190731578,0.822205718
0.098123647,0.228312939,0.204161318,0.202996089
0.096347469,0.266501393,0.197444907,0.169080273
0.166294882,0.252301135,0.196467685,0.16603678
0.123618996,0.197140457,0.218444874,0.38097343
0.175836069,0.19478916,0.271379451,0.276544549
0.219078184,0.193704853,0.224082232,0.325745527
0.210558201,0.195203224,0.375259392,0.299639073
0.295235128,0.189289474,0.119030673,0.306324425
0.296005146,0.259429914,0.333393301,0.164076156
0.317289988,0.122318608,0.304096632,0.202739805
0.283800159,0.115492353,0.355809329,0.198108863
0.315150761,0.06062433,0.196807217,0.171370747
0.321382119,0.106412603,0.187855785,0.159328612
0.341700955,0.197059768,0.220139631,0.134444924
0.292384342,0.340721345,0.138872366,0.195532243
0.137344279,0.101471522,0.232548353,0.254195289
0.225572515,0.172939989,0.2046406,0.245426741
0.194364103,0.143703928,0.465382221,0.171959211
0.187366058,0.300699773,0.270883117,0.112208463
0.130891417,0.257282353,0.300224657,0.222616751
0.276231515,0.20619291,0.245033526,0.139994549
0.210220558,0.25181309,0.285213753,0.231509007
0.192913474,0.161996721,0.281909083,0.158017731
0.277534437,0.243091668,0.177680714,0.138111189
0.341579997,0.181993356,0.358299335,0.250020066
0.473141667,0.148205391,0.317966443,0.200737027
0.202421665,0.166857713,0.19307532,0.14052948
0.194636277,0.356654276,0.321799935,0.127222682
0.335699174,0.129970243,0.290981787,0.214075447
0.217481736,0.235175031,0.280982642,0.218084983
0.230460396,0.169862555,0.287549893,0.187273414
0.19742324,0.134569293,0.100659207,0.220778393
0.614014977,0.095666602,0.220683549,0.107973379
0.240919671,0.182166627,0.105767498,0.155354285
0.201919651,0.239296264,0.169359073,0.250576198
0.181333881,0.20398344,0.302438617,0.154641872
0.205437876,0.137726024,0.192675416,0.238958251
0.216982741,0.156603608,0.3660299,0.211359689
0.236240168,0.121521564,0.238492407,0.231539185
0.142363814,0.238912923,0.340132097,0.206007882
0.146543785,0.217467977,0.190740786,0.183430119
0.378555738,0.205668685,0.279689021,0.179858611
0.238947078,0.119357009,0.303119221,0.222181153
0.312365945,0.190731728,0.284773272,0.232505554
0.232389619,0.259564479,0.189090323,0.207953345
0.401712425,0.200074389,0.293262473,0.739351194
0.144710428,0.28375513,0.267995689,0.217758173
0.160983386,0.205682766,0.196875752,0.13819543
0.355620275,0.192870915,0.363566721,0.145664044
0.134350206,0.189932367,0.267687577,0.228158654
0.393841379,0.195681753,0.172599001,0.18143452
0.276961142,0.308864811,0.16324436,0.239415042
0.074889821,0.263837406,0.297991798,0.225711889
0.144831718,0.282776743,0.180215398,0.209506684
0.285218418,0.358343371,0.265659539,0.231275504
0.395750908,0.281188083,0.199306357,0.277380355
0.104270557,0.263433272,0.307812138,0.284290579
0.271796638,0.34727011,0.102078985,0.2659997
0.293664843,0.244655549,0.347667956,0.195259813
0.331189953,0.285825708,0.319115246,0.147379194
0.186883904,0.182041362,0.399567947,0.301355408
0.112131869,0.24179491,0.381081511,0.280950863
0.304180455,0.18580792,0.235191389,0.225528004
0.33247364,0.270126824,0.28003704,0.235748988
