0 5.938038744712595 -0.30317241042066523 1257 1257
20 4.817935577114625 -0.1987696783284595 1334 1334
40 4.316212474938751 -0.185489507673973 1424 1424
60 4.388506258428945 -0.19028234368855668 1411 1411
80 4.682016910935412 -0.20522278488598578 1333 1333
100 4.458453316928526 -0.18935713959819322 1466 1466
120 4.562285161300358 -0.19406078201247767 1395 1395
140 4.699726016591972 -0.20061194542445926 1408 1408
160 4.737724714632148 -0.22054945843196339 1327 1327
180 4.836571327260938 -0.19690606342254913 1333 1333
200 4.437597860102624 -0.20228170639676835 1410 1410
220 4.6405767282175585 -0.20414057736067936 1344 1343
240 4.83556911178237 -0.2109726624119016 1330 1330
260 4.829619114157974 -0.20996702833819925 1404 1404
280 4.625888878866665 -0.19606018731767239 1422 1422
300 4.667797926781337 -0.1999729863581109 1450 1450
320 4.375915554374454 -0.20372568715185824 1422 1422
340 4.385658822491649 -0.19125506585612984 1435 1435
360 4.161806936476709 -0.18767808252864893 1379 1379
380 4.426540321293812 -0.20693917730404876 1349 1349
400 4.325062248837094 -0.19982639447034234 1379 1379
420 4.621705202972371 -0.2018163471241171 1364 1363
440 4.8033308408874085 -0.20477687184913196 1328 1328
460 4.58506027283589 -0.1980182397677428 1306 1305
480 4.707506691946198 -0.20357535753575362 1346 1346
500 4.430488225862659 -0.20470621522210697 1380 1380
520 4.637951678319147 -0.21202554524641515 1351 1351
540 4.463240509877192 -0.19772572063844995 1323 1322
560 4.296161840113883 -0.18726168028493606 1443 1443
580 4.971976674069433 -0.2008511794268122 1336 1336
600 4.667949803329497 -0.20884253994853075 1344 1344
620 4.684892675895192 -0.21178817609313838 1424 1423
640 4.589575690862618 -0.19848890240194594 1343 1343
660 4.593197152193767 -0.19861817842304286 1388 1388
680 4.3979447652801715 -0.18764989662301856 1379 1378
700 4.4843002988082 -0.2068958079773222 1396 1396
720 4.526732316236176 -0.20191860376727433 1424 1424
740 4.616268958393794 -0.20213711902863807 1403 1403
760 4.687668501832829 -0.20933572183719018 1401 1401
780 4.83881576419089 -0.2151978735971648 1358 1358
800 4.532903865769007 -0.191975526894283 1412 1412
820 4.492330592515009 -0.2047411603528162 1394 1394
840 4.364689694085469 -0.1957073897690088 1362 1362
860 4.506537662082079 -0.19239444089157864 1429 1429
880 4.714639919683329 -0.1999494766092489 1406 1406
900 4.3892172815082455 -0.18589552721859015 1447 1447
920 4.523771989400236 -0.2001776503404965 1366 1365
940 4.422194076279663 -0.179809068408735 1368 1368
960 4.516995985203995 -0.18736110676390505 1367 1366
980 4.643049713858507 -0.2028400259556037 1432 1432
1000 4.490075539208465 -0.18423348831284636 1424 1424
