S4Yx30-clique-rcom-normalized,S9Yx15-clique-rcom-normalized,S12Y3x10-clique-rcom-normalized,S24Y6x5-clique-rcom-normalized,S120Y30-clique-rcom-normalized,Sc_S4Yx30-clique-rcom-normalized,SSYx50-clique-rcom-normalized,YSx75-clique-rcom-normalized,Yx150-clique-rcom-normalized,YYSx50-clique-rcom-normalized
0.207331305,0.067976414,0.303017992,0.207907221,0.841756798,0.185822171,0.128857338,0.206453097,0.219398845,0.185957441
0.222447612,0.359680246,0.235619936,0.18628699,0.942913705,0.369893228,0.129877817,0.140130723,0.174254895,0.179035315
0.17543839,0.453107218,0.640388311,0.232460025,0.854088516,0.663004462,0.217769905,0.190176354,0.149392167,0.165851519
0.176695894,0.37746338,0.736738849,0.292002777,0.112010379,0.329729034,0.854799346,0.190440582,0.180022741,0.053702278
0.17779656,0.395410751,0.26420262,0.530681452,0.143708938,0.451301607,0.178381689,0.207259696,0.141976468,0.087865555
0.20801223,0.225542189,0.271830683,0.292653919,0.140005521,0.314090286,0.135007658,0.190606262,0.183578101,0.203109427
0.179204494,0.228283397,0.274314459,0.111595221,0.140462179,0.279592573,0.207223777,0.166637213,0.192918033,0.152678741
0.197239221,0.353890932,0.624929943,0.27377823,0.115649328,0.305749021,0.241498579,0.141743178,0.196744791,0.567699307
0.194991161,0.437164131,0.157367084,0.183912802,0.213175055,0.225581743,0.262927531,0.150875582,0.066403738,0.192320064
0.146531644,0.212903005,0.19795135,0.428787342,0.906733221,0.293324845,0.206377739,0.135230747,0.231851571,0.204882733
0.238589301,0.17416866,0.331305157,0.06353784,0.54454163,0.448166454,0.181339585,0.282085793,0.070612554,0.217439951
0.18216965,0.306738929,0.177570083,0.177252612,0.498158583,0.622968526,0.122699211,0.244375459,0.169596426,0.068063665
0.199957843,0.053937172,0.222711301,0.581750868,0.20976487,0.589163819,0.193334767,0.220282541,0.163741238,0.142630164
0.200486702,0.07153056,0.183231438,0.256250401,0.174809913,0.59738314,0.826367153,0.19831737,0.132704372,0.149848897
0.299518746,0.089155558,0.277821256,0.179633785,0.160700786,0.216168372,0.287627403,0.195789747,0.185508221,0.185008357
0.075563496,0.318576988,0.158944889,0.336753348,0.249818757,0.279166009,0.106012891,0.202845693,0.303582776,0.30442826
0.154254938,0.275736671,0.185479359,0.382263937,0.07644539,0.303271856,0.130154727,0.175571202,0.233715519,0.253068132
0.21205599,0.277415832,0.214617702,0.478157741,0.105915183,0.264627895,0.244045839,0.18414192,0.199636072,0.233636683
0.179370113,0.048362464,0.201128382,0.123944483,0.565865369,0.144864601,0.272819405,0.165754213,0.231527111,0.234027527
0.194111425,0.064529423,0.157278447,0.161146393,0.49797562,0.116411962,0.297422062,0.157210129,0.141821632,0.102542617
0.191731078,0.331195055,0.273582496,0.228726418,0.607119362,0.410364318,0.247166953,0.166475665,0.201152722,0.225819567
0.103848494,0.268323263,0.232810628,0.149589831,0.510283374,0.413076334,0.232138076,0.149458336,0.084620509,0.325067508
0.211416837,0.311523305,0.269245453,0.216591788,0.124271747,0.303343205,0.188720041,0.15746004,0.074653021,0.184803998
0.19795615,0.270077625,0.274158612,0.199106632,0.151067657,0.555049778,0.059702052,0.133250715,0.188337063,0.174976734
0.2591393,0.154281531,0.140932953,0.475564524,0.118022558,0.224248339,0.148422028,0.154259363,0.226136668,0.181481144
0.257873191,0.187453324,0.195716843,0.395858656,0.160537524,0.571894816,0.198970072,0.131325824,0.222794589,0.192400169
0.063976005,0.037932207,0.183353842,0.206249403,0.183946179,0.210465348,0.182334379,0.179801571,0.152229448,0.247892515
0.108925151,0.229660216,0.267258534,0.186032376,0.114196604,0.264021862,0.057444822,0.210833366,0.184571844,0.157622549
0.117852194,0.215391658,0.279873439,0.523941554,0.147644336,0.588682108,0.190351468,0.244059828,0.172478653,0.336178802
0.182346409,0.363231692,0.658565475,0.310529342,0.613761619,0.402554298,0.27980195,0.196514889,0.21087384,0.167949429
0.153234092,0.361529412,0.155680353,0.484645143,0.537233127,0.145809225,0.184562215,0.126568414,0.262730956,0.091761628
0.110114641,0.203751027,0.25636645,0.38976883,0.156172253,0.294948326,0.116951084,0.071836407,0.317182549,0.106523179
0.220659001,0.227349731,0.17235662,0.242332397,0.109119395,0.234962196,0.147151197,0.120628588,0.151434085,0.095725778
0.019648169,0.082050106,0.167372814,0.538292804,0.153208558,0.397750173,0.18665154,0.115744362,0.196325612,0.143434665
0.028593975,0.338798087,0.641000452,0.25373375,0.8067631,0.241339909,0.196872842,0.110650272,0.215156887,0.153995818
0.137245279,0.314196667,0.797557657,0.226806691,0.149275973,0.270198196,0.201060532,0.124061245,0.08750697,0.241889344
0.149106839,0.213927586,0.211556315,0.142118555,0.146555231,0.187331931,0.201696774,0.14346338,0.231669681,0.141601824
0.161603892,0.233574937,0.179894518,0.146331268,0.11740844,0.590629026,0.076769191,0.131572633,0.141720823,0.201290683
0.248511022,0.469333504,0.337650364,0.393662205,0.18306131,0.304595583,0.199617344,0.139810364,0.189625135,0.127803703
0.217712928,0.475215607,0.170993523,0.40789886,0.194669513,0.331278578,0.108794338,0.152326164,0.235319977,0.107780414
0.115697334,0.377223079,0.240113253,0.177426463,0.800546376,0.374986032,0.141328312,0.200911525,0.23761573,0.175978515
0.220249699,0.346645218,0.348367343,0.300959697,0.608267814,0.283341313,0.163527215,0.166710287,0.163284266,0.13605603
0.09509029,0.074364942,0.333985632,0.211465797,0.521157984,0.238428707,0.148927405,0.18834937,0.196450346,0.373304679
0.243625603,0.192294376,0.206518608,0.387484586,0.056825126,0.213187292,0.159076298,0.169319056,0.256015727,0.132795977
0.23435089,0.187613308,0.178951487,0.231979794,0.105341814,0.213800317,0.225229562,0.116215158,0.215868819,0.183596828
0.263475578,0.335108182,0.210153537,0.239246765,0.15269174,0.613492941,0.217171182,0.095957625,0.106882565,0.224879247
0.29491696,0.334972362,0.167307154,0.494782213,0.14736,0.547030503,0.153736391,0.20451155,0.107101225,0.170788896
0.175464476,0.374566183,0.200935387,0.374768565,0.108778211,0.290150629,0.260711579,0.162433969,0.099153933,0.225659326
0.171180999,0.441770622,0.822187736,0.427191266,0.111924357,0.21209786,0.150015648,0.133211585,0.160565758,0.307213955
0.274069419,0.316905484,0.18078626,0.207508693,0.184922531,0.282385198,0.15389,0.189630444,0.155198825,0.125258747
0.251415716,0.38617599,0.21455122,0.118567256,0.532295003,0.401275297,0.164198858,0.10074619,0.181578699,0.228472843
0.171035003,0.43270009,0.264406289,0.28319168,0.087530658,0.240340717,0.209877064,0.06203419,0.223749561,0.139234361
