S4Yx30-interface-bounds-normalized,S9Yx15-interface-bounds-normalized,S12Y3x10-interface-bounds-normalized,S24Y6x5-interface-bounds-normalized,S120Y30-interface-bounds-normalized,Sc_S4Yx30-interface-bounds-normalized,SSYx50-interface-bounds-normalized,YSx75-interface-bounds-normalized,Yx150-interface-bounds-normalized,YYSx50-interface-bounds-normalized
0.110026234,0.09457427,0.124706613,0.015147064,0.00386511,0.106735184,0.12520531,0.065560054,0.138827636,0.075068641
0.358085378,0.438271009,0.419272234,0.523655653,0.212581061,0.484948988,0.359965267,0.313409037,0.354188457,0.401024583
