S4Yx30-norm-cb,S4Yx30-norm-cb-error,S4Yx30-rg-angstrom,S4Yx30-rg-error-angstrom,S9Yx15-norm-cb,S9Yx15-norm-cb-error,S9Yx15-rg-angstrom,S9Yx15-rg-error-angstrom,S12Y3x10-norm-cb,S12Y3x10-norm-cb-error,S12Y3x10-rg-angstrom,S12Y3x10-rg-error-angstrom,S24Y6x5-norm-cb,S24Y6x5-norm-cb-error,S24Y6x5-rg-angstrom,S24Y6x5-rg-error-angstrom,S120Y30-norm-cb,S120Y30-norm-cb-error,S120Y30-rg-angstrom,S120Y30-rg-error-angstrom,Sc_S4Yx30-norm-cb,Sc_S4Yx30-norm-cb-error,Sc_S4Yx30-rg-angstrom,Sc_S4Yx30-rg-error-angstrom,SSYx50-norm-cb,SSYx50-norm-cb-error,SSYx50-rg-angstrom,SSYx50-rg-error-angstrom,YSx75-norm-cb,YSx75-norm-cb-error,YSx75-rg-angstrom,YSx75-rg-error-angstrom,Yx150-norm-cb,Yx150-norm-cb-error,Yx150-rg-angstrom,Yx150-rg-error-angstrom,YYSx50-norm-cb,YYSx50-norm-cb-error,YYSx50-rg-angstrom,YYSx50-rg-error-angstrom
0.008605649,2.01E-05,31.59009737,0.524021342,0.008108405,1.71E-05,30.94595623,0.483789164,0.007725773,1.03E-05,29.97965956,0.46681095,0.005432235,1.25E-05,31.74270786,0.526379931,0.003071456,6.20E-06,45.48335666,0.686647151,0.006505561,1.40E-05,30.77934996,0.486134108,0.007832612,1.33E-05,33.11943953,0.546952359,0.008584376,1.84E-05,32.95685288,0.519977746,0.007807494,1.22E-05,37.09594071,0.643039801,0.009154593,1.96E-05,34.96889852,0.579235703
0.009592965,2.12E-05,32.21174998,0.531408843,0.008966854,1.61E-05,30.40526275,0.469926154,0.008346359,1.37E-05,30.92248574,0.453319337,0.006161298,1.42E-05,31.64857611,0.52686337,0.003371175,5.41E-06,46.01148835,0.653946716,0.007176189,1.43E-05,30.43193877,0.508720771,0.008614377,1.81E-05,33.19454416,0.546540465,0.009605631,2.02E-05,33.04059476,0.531210593,0.008458217,1.35E-05,38.44680738,0.581507627,0.01021041,2.31E-05,35.6695018,0.597538239
0.010652312,2.28E-05,30.77056153,0.503844035,0.009848486,1.77E-05,31.00370053,0.466261786,0.009097031,1.69E-05,31.61731455,0.51550127,0.006862751,1.52E-05,33.13032984,0.486484716,0.003665311,6.08E-06,46.03971906,0.679489032,0.007908437,1.49E-05,30.45852009,0.475171669,0.009575706,1.92E-05,31.73661839,0.487122117,0.010623939,2.13E-05,34.11725885,0.598156847,0.009179206,1.47E-05,37.26170192,0.570588934,0.011407743,2.26E-05,35.57057119,0.620692574
0.011757097,2.09E-05,31.46965447,0.535536782,0.010860508,2.26E-05,30.22276483,0.470958281,0.009927069,1.71E-05,31.37675158,0.412247404,0.007640121,1.60E-05,32.32673611,0.485847499,0.004017819,7.37E-06,45.92446201,0.716267317,0.008555629,1.05E-05,31.0925193,0.494344892,0.010553267,2.16E-05,32.66360693,0.479629892,0.011707715,1.98E-05,33.15818308,0.513217694,0.010016575,1.78E-05,37.94123336,0.605294977,0.012487943,2.23E-05,36.32360405,0.549994818
0.012737074,2.10E-05,32.12665864,0.557999898,0.012034866,2.21E-05,30.33763742,0.463616773,0.010888528,2.04E-05,31.01416562,0.463618523,0.008518595,1.94E-05,31.7026664,0.523727767,0.004423937,8.55E-06,46.43434876,0.741739595,0.009206118,1.55E-05,31.66745635,0.476787632,0.011596956,2.03E-05,32.70283264,0.530720748,0.012712013,1.89E-05,33.4554542,0.509461827,0.010941443,1.87E-05,38.67140751,0.660890175,0.013784868,2.65E-05,35.51481483,0.557873965
0.013897797,2.33E-05,32.4248076,0.486809959,0.013094145,1.93E-05,30.53436662,0.491198967,0.011930274,2.08E-05,31.93706638,0.487583463,0.009587229,2.15E-05,31.59554948,0.57216562,0.004852801,8.84E-06,47.1684805,0.701655314,0.010069445,1.63E-05,31.01599147,0.445249412,0.012591887,1.86E-05,33.42064608,0.535853726,0.013773609,2.35E-05,33.57289082,0.522759319,0.011954984,2.11E-05,38.08676045,0.604907774,0.015311933,3.15E-05,35.48395771,0.5749642
0.015226419,3.04E-05,31.98762848,0.497999922,0.014138542,2.30E-05,31.46636265,0.517922259,0.013088375,2.31E-05,32.63776167,0.510163565,0.010689106,2.22E-05,31.65742192,0.530975741,0.005306491,9.53E-06,46.55080769,0.678115626,0.010978878,1.99E-05,31.56087109,0.503750074,0.013586155,2.05E-05,32.72591026,0.483803286,0.015146729,2.95E-05,33.73932049,0.523936185,0.012939602,2.03E-05,38.67082762,0.589251731,0.016958988,3.25E-05,35.82780314,0.605977698
0.016738399,3.09E-05,32.74588039,0.506181229,0.015255552,2.20E-05,31.92016009,0.480624059,0.014242131,2.37E-05,32.51102779,0.528872476,0.011995622,2.64E-05,32.00409568,0.496398321,0.005798129,1.05E-05,46.95273019,0.701649087,0.011916203,1.85E-05,30.26696152,0.498393797,0.014654526,1.99E-05,32.79459914,0.515848794,0.016654003,3.20E-05,33.94569419,0.498100494,0.014002221,1.86E-05,36.8954563,0.603687819,0.018564429,3.44E-05,36.09116059,0.580389433
0.018471848,3.32E-05,32.47073635,0.481530953,0.016558486,2.84E-05,30.73275368,0.475828684,0.015438451,2.15E-05,32.19979665,0.513581544,0.01351411,3.25E-05,32.55268989,0.561210304,0.006363541,1.13E-05,46.82225094,0.72021818,0.012916023,2.05E-05,31.62960712,0.477952715,0.015731055,2.42E-05,33.92787977,0.573903565,0.018356291,3.20E-05,33.5192353,0.549520624,0.014999991,2.25E-05,38.29359715,0.641287585,0.020419482,4.16E-05,36.17890699,0.578011694
0.02025789,4.09E-05,33.01973162,0.582536344,0.018067989,2.96E-05,31.80645942,0.462595491,0.016663063,2.57E-05,33.43461356,0.494548198,0.015314834,3.58E-05,32.87770458,0.575784725,0.007036312,1.32E-05,47.22007444,0.755786886,0.013978252,2.03E-05,31.6198937,0.528785604,0.017007463,2.70E-05,32.63568146,0.55181309,0.020148618,3.79E-05,33.15040265,0.501112078,0.016283778,2.64E-05,39.20129268,0.626891944,0.023095184,5.68E-05,35.4044673,0.547468871
0.022448076,4.66E-05,32.53277326,0.482037898,0.019616316,3.07E-05,31.17525041,0.504572337,0.018107729,3.17E-05,33.06969359,0.568503824,0.017406734,4.73E-05,33.62172101,0.577055666,0.007767943,1.61E-05,45.21753331,0.829329566,0.015019109,1.99E-05,32.0034927,0.479456005,0.018496838,3.31E-05,33.12490084,0.597380945,0.022170319,3.80E-05,34.38067376,0.554893785,0.017606576,2.71E-05,39.24683984,0.628983167,0.026012137,5.84E-05,36.34938981,0.650381518
0.024926789,5.11E-05,33.50763733,0.493905726,0.021202826,3.67E-05,31.84647967,0.563169926,0.019705942,3.06E-05,32.69596972,0.523996079,0.020048529,5.99E-05,33.70619616,0.559665988,0.008691601,1.83E-05,46.34407365,0.748978414,0.016101523,2.37E-05,32.04207747,0.523316097,0.020319452,3.44E-05,33.39957081,0.5226004,0.024542708,5.65E-05,35.07461634,0.560536457,0.019008273,2.97E-05,38.71037242,0.628243232,0.029225646,7.48E-05,37.2298459,0.584713764
0.027652765,5.85E-05,32.36877891,0.541763297,0.023151854,4.11E-05,31.56321421,0.479704803,0.021374344,3.42E-05,32.14870332,0.554788856,0.02303072,5.19E-05,33.36950011,0.562697498,0.009851114,2.91E-05,44.5984454,0.72149616,0.01735167,2.77E-05,32.3632917,0.466445301,0.022065102,3.29E-05,33.77368016,0.554823027,0.027638577,6.87E-05,34.37338396,0.550881064,0.020742737,3.79E-05,39.08336782,0.648021418,0.03404382,0.000111565,36.93335638,0.582264871
0.031026705,6.71E-05,33.44603562,0.536918499,0.025479342,5.27E-05,32.864058,0.510845481,0.023090281,3.24E-05,32.4273838,0.509766069,0.026386838,7.62E-05,34.60024181,0.629375098,0.01127183,3.11E-05,45.429663,0.812164067,0.018785344,2.63E-05,32.94055242,0.521973964,0.023849148,3.88E-05,34.10720106,0.534523859,0.031042367,7.05E-05,34.7053645,0.543146725,0.022636037,3.69E-05,40.16591632,0.630233692,0.039943125,0.000125955,37.68584001,0.620006488
0.034916341,9.40E-05,33.2589814,0.507610652,0.028307797,6.31E-05,32.54868184,0.537261418,0.024940279,4.03E-05,33.38260761,0.533096598,0.030672534,9.93E-05,34.62279433,0.604075213,0.012982147,3.64E-05,44.53565505,0.745402557,0.020225633,2.89E-05,33.17302942,0.486570025,0.026059556,4.94E-05,33.59128291,0.46866949,0.035130338,9.39E-05,35.36920749,0.53190342,0.024614889,3.81E-05,39.14103103,0.647162542,0.04915781,0.000239292,37.11451847,0.601874496
0.041182673,0.00014224,33.36563962,0.514828305,0.031575463,6.56E-05,33.07469788,0.557153666,0.027242172,4.82E-05,32.6592123,0.491227228,0.036099779,0.000134095,33.7862697,0.578300141,0.015169221,5.03E-05,42.32985981,0.837578237,0.021751146,3.09E-05,33.00963373,0.521416379,0.028590386,5.00E-05,33.50070526,0.550858956,0.040893657,0.000139734,35.10780488,0.564957961,0.026699317,4.18E-05,40.11564803,0.620081371,0.073670192,0.00129353,38.68718555,0.641975958
