A1-LCD-hub-rcom-normalized,FUS-LCD-hub-rcom-normalized,EWSR1-LCD-hub-rcom-normalized,TIA1-LCD-hub-rcom-normalized
0.090598096,0.087520399,0.24190827784254754,0.03585516
0.19013552405832038,0.076037033,0.16239577996959909,0.086462785
0.10008243089519152,0.18230238047104846,0.093602818,0.1396090313515717
0.15228617889298918,0.22547710053334893,0.314194384,0.15235583213798778
0.20854782472830508,0.12659341783414807,0.3432334860921837,0.1940946680931038
0.2578942527160469,0.21932123531965855,0.26637169221698115,0.070177584
0.14026885090433336,0.23075649669141518,0.5158164790046884,0.11034655442055188
0.2573081286150377,0.2497622359613187,0.3421120924803361,0.18859367775922736
0.13770544010308652,0.23166253206279933,0.21636931724205824,0.057669614072782545
0.23740798642948185,0.096932339,0.25892708325404207,0.07402974
0.21860445606197026,0.13255951207994027,0.23161682390801244,0.087269509
0.3831491782740879,0.23077605710112298,0.13629567068370846,0.1343290434730225
0.2374647781247358,0.082836772,0.19461566748478418,0.1627473711677715
0.17280734895333358,0.15914908824528917,0.28312212628627426,0.064578957
0.20354040667729995,0.03737391,0.16657762582268748,0.10742559767674204
0.1137010801065549,0.11185932771831587,0.19953045836229102,0.2046278426727121
0.3252409933384813,0.10927509846839208,0.20054780966084873,0.039540803866442126
0.16610841671442658,0.10633695193856008,0.25437322834565523,0.13389537724155612
0.1475725776052648,0.17890957150340953,0.14812168033121406,0.20398371578166233
0.32625614916944756,0.21652771291212394,0.19007170968119957,0.086939303
0.10470160213570345,0.16912200654714557,0.22762096566444245,0.24727543196651638
0.098413142,0.12557165603349046,0.29331595022534035,0.1681593954247653
0.052390611,0.2057418813869723,0.11827194163925663,0.1894567410941895
0.28162481671070955,0.37595106244880805,0.2551308849935487,0.2108800643858718
0.2436705750788137,0.22873462352875462,0.32918324439221724,0.2535415196246106
0.49545807275705417,0.30867902671904335,0.28815493121890057,0.16620112711786575
0.15310925087726446,0.27325562911792783,0.31861862795745893,0.18670960020783742
0.3289280118597732,0.1606595592236348,0.19453259909978401,0.2856464213774215
0.1814320275499128,0.079010154,0.19978228620005317,0.028320547801394685
0.28120580656572325,0.25561112604588493,0.33352289660304785,0.073235717
0.14292282694120118,0.27793853468968943,0.28509214049032516,0.11830877438007963
0.2939194944559196,0.16359986935387558,0.22664246763180412,0.13339432812309507
0.19011566128711685,0.17111856759084113,0.070908016,0.15722387744332025
0.066568685,0.13882422569450165,0.29334513101702886,0.16985982015836995
0.3238891092025513,0.17785694905180743,0.08581997,0.003857403
0.17833065940969278,0.1190157379103651,0.3981036441371764,0.17277876178162185
0.2587692341429415,0.055333087,0.1994154671661623,0.10785980792237872
0.26412265612262814,0.2220134770570443,0.21381197097063953,0.080321906
0.19448739050619362,0.35196490873686703,0.20678358873895705,0.17437068684706789
0.3328107119954137,0.10361031028222162,0.2617117814677798,0.11665656382011913
0.1489003433948526,0.1542670181773384,0.23495227296213328,0.065809509
0.20898750659025597,0.29730289746891214,0.2517760029744749,0.17511570377826383
0.14630366831102087,0.23750916879308576,0.27302418289243874,0.10440670905945042
0.16109081238924244,0.1427242058676959,0.2829216418058067,0.12086211918408372
0.2329549847203662,0.15496228901147016,0.24770594278765615,0.15155404479074105
0.33484826638052645,0.25527547659928485,0.23134269552569442,0.20295403984403507
0.18169770896255694,0.20043504291538305,0.17038861368526503,0.16219286247057732
0.2210935376545203,0.26964802730113585,0.4095886123098304,0.13800364759473216
0.31043255064102737,0.28732695055425184,0.21172626877538572,0.1516020783024131
0.29942844526593226,0.21878574515245736,0.11758539507879327,0.041872044
0.23868413998603938,0.15545625035911526,0.2699513602795858,0.064609714
0.2548136626847775,0.18320845978640568,0.1958162945866428,0.13206514079253115
0.17732289013998923,0.08441375,0.30099763075898833,0.18639037936750535
0.2582676210220781,0.08731365,0.094831513,0.062123623
0.12231557920281463,0.21199380187460629,0.24683715631425787,0.078903366
0.3495868556434972,0.26090766777680774,0.21338083477225772,0.24889225581946064
0.2165616594517824,0.23812613805439617,0.2281798711832029,0.073518578
0.3089597069582394,0.19992801537109198,0.1982124753706239,0.24018651739620228
0.1908616921913699,0.2485152061196124,0.31581954908722304,0.1852586670315083
0.21166122070841334,0.19343195718262018,0.36591985560910306,0.2659444670368298
0.13916169056442942,0.11411141612658869,0.14031269282649872,0.11560732043029394
0.14530568749569078,0.2410109914056287,0.3915873257139168,0.13549466148149492
0.2557670330200832,0.14257332652806748,0.23318843078409443,0.12140483544526683
0.2698514080233268,0.2573159173255678,0.22578831692261508,0.1276028095585453
0.17453651337134835,0.20614920784290697,0.2818047435925273,0.061772137
0.21830445633499468,0.17995621931654682,0.21939273508118956,0.2467228019230144
0.29052307096226293,0.17442535969258147,0.19867322536735862,0.14403704486858834
0.12076855497749368,0.115535166,0.37386335237282164,0.13869399696937948
0.16718321422639149,0.19880076539335656,0.274712603,0.19830806133132864
0.26120514773698444,0.2243136243530452,0.34006192664285334,0.23226569456839455
0.22488687497951912,0.11540906382498003,0.25199108401728826,0.179187634
0.16571698944507476,0.11784609136736195,0.3160065685962676,0.22255483075588783
0.15892662099937346,0.07710764,0.30627741680565196,0.1448782073338613
0.11619532848315149,0.19569978605437083,0.2079907260942491,0.081410205
0.1210966593762532,0.20343505801334072,0.24444861306247165,0.08922442
0.2454620105206208,0.18507508587239355,0.1687964726162794,0.21683530198186232
0.20653705885521906,0.26612260581799996,0.16243427963736734,0.1873248672218774
0.065336301,0.36733226226201376,0.25905771764639873,0.12761763146513358
0.1698452148728517,0.19579226895779167,0.21784325912345467,0.21013130894631174
0.29367420511396963,0.2587654078390166,0.22161614404736885,0.14826750479495798
0.24945294989345942,0.20790769845693452,0.14713185641271367,0.26904797817449416
0.086713445,0.17970732353470414,0.3015822331661677,0.17201804274197227
0.21455723102924318,0.19777403598047066,0.2539959684186845,0.2232437206440594
0.20988885539759897,0.21743681147003716,0.21857719605153297,0.1054760192129624
0.23270279555149156,0.18409154770516872,0.20208976541229626,0.13525076258531132
