S4Yx30-hub-displacement-angstrom,S9Yx15-hub-displacement-angstrom,S12Y3x10-hub-displacement-angstrom,S24Y6x5-hub-displacement-angstrom,S120Y30-hub-displacement-angstrom,Sc_S4Yx30-hub-displacement-angstrom,SSYx50-hub-displacement-angstrom,YSx75-hub-displacement-angstrom,Yx150-hub-displacement-angstrom,YYSx50-hub-displacement-angstrom
16.2195375,26.79657754,14.76011518,17.50435403,24.83778288,10.2715692,17.92971991,30.97826088,15.59661034,19.95255332
23.66196814,24.88632532,16.79811732,12.39397657,8.308195455,19.28975931,23.77062637,20.45212419,30.27903426,29.28473114
29.0564786,20.52300157,18.36151036,9.800320784,20.17225878,20.05210084,27.39696087,27.49875054,14.57659517,23.85539298
7.326985117,24.33574134,16.5104428,16.60878615,13.498238,22.82958148,26.10082611,23.39587001,31.45655629,24.7898712
21.20162192,19.27734143,15.93405394,12.00180103,12.48833217,26.20972761,30.12693656,21.65578332,24.6456424,14.86905773
12.08916576,25.01724931,20.49587379,6.416903791,15.15559435,28.77429301,15.90188926,7.365445194,24.69420185,25.30483472
16.75318482,13.60243421,11.90538121,14.26458726,23.09445919,13.30484445,23.22993454,19.04148365,8.390935625,20.95590045
42.34844061,27.81054838,24.61190928,19.97471277,9.566049819,23.15788091,16.51467066,11.17788329,30.57880935,20.27480293
24.55322609,17.97167356,13.24349655,21.94972931,9.61514449,19.74451268,35.57216625,17.27341682,18.67821581,14.7046073
34.18380213,24.26813879,24.39970681,16.30918688,23.92196456,26.82480041,29.83255646,19.93193329,19.69636313,12.73294062
23.99526849,22.64466225,9.483921562,14.65470114,28.65665405,20.4909767,36.60168533,28.29458333,17.42671719,31.25663782
24.53062701,13.42261034,14.9535561,22.75323031,7.803390746,17.27556221,26.02704487,19.24938342,14.34646245,19.40854148
27.38672727,24.82037012,19.21558301,13.4239087,4.445979051,22.99853371,28.34210192,23.31939975,22.8779961,32.86623572
16.0393258,25.2005441,16.99715209,9.248928442,15.84150362,28.53485349,26.34759867,22.683214,26.50814588,20.52948279
23.24413387,19.72274689,20.90943485,21.64762371,6.374649564,28.73059292,22.67190546,12.93548659,19.40724992,16.56310723
23.54732835,28.92749442,12.58005518,17.56378108,14.36264195,24.13709987,11.46939923,13.24203966,48.85937449,37.56798631
23.77485908,16.50980773,24.65074514,7.014903279,11.51106656,9.697632033,25.80015062,24.9390426,23.28070569,23.01108759
21.66147053,25.25172507,30.41568803,17.04244588,6.092888357,22.6488726,27.57622587,25.38915268,25.94060319,18.20685752
17.36011987,16.64436703,17.60491424,12.60258823,23.94663622,22.412545,16.64157406,23.94064884,13.48972247,27.65176606
19.13496942,15.34500618,20.25774862,23.79438166,30.36260596,22.75547631,19.92592762,10.85034682,7.993448652,12.41783474
17.85725223,15.8704832,35.77828043,12.47163104,27.50823755,29.27932897,18.2415006,27.5532667,19.0065509,5.709720959
18.51420291,11.97373582,8.811602574,12.43156264,10.52022708,20.39528997,14.74040765,35.26682819,24.98724712,21.68576864
10.47212225,33.8156485,18.61055831,17.78006685,12.12769656,18.53137017,20.01448933,31.8791861,14.87111249,17.54611001
33.22837511,13.12210491,24.29986192,20.40951251,15.68059201,26.81104137,16.44439927,18.87415755,40.97461969,24.99813844
19.95131055,15.40582086,20.23766276,16.73860154,16.78813845,13.16862961,22.81411573,37.04234181,24.2413429,27.16346859
20.46942177,10.76331958,18.49747559,20.96302562,9.171374673,18.04542668,16.69222799,21.67069374,26.00913057,15.01462733
47.15663499,14.1107129,20.51436165,15.08920087,25.85718741,37.01891065,13.62145584,25.59710961,29.37161724,36.79392411
