S4Yx30-clique-displacement-angstrom,S9Yx15-clique-displacement-angstrom,S12Y3x10-clique-displacement-angstrom,S24Y6x5-clique-displacement-angstrom,S120Y30-clique-displacement-angstrom,Sc_S4Yx30-clique-displacement-angstrom,SSYx50-clique-displacement-angstrom,YSx75-clique-displacement-angstrom,Yx150-clique-displacement-angstrom,YYSx50-clique-displacement-angstrom
14.16067986465669,19.435675892901983,18.74264780302376,11.829636003251277,22.62547928147155,31.631918385997125,31.426288058085035,16.232647495629998,15.322254511284676,13.52075195386189
16.642509586717118,26.661949483742347,38.44376558532863,17.988486941907787,3.7218809903985224,25.734698584048367,27.18133520695301,22.564522442426004,27.648116686565913,11.935850125268706
19.531447064174955,26.542014259005008,20.788928022107488,18.01453068,11.567264807888751,43.716897448407316,35.564829307930474,20.789158588493237,23.351311871013557,29.16539079683891
33.03764468,17.66465479827159,13.699399736204104,18.466243464406702,26.539229407150025,14.03317896024117,25.827047239661326,17.426660516494085,17.75439722296294,20.018946197129047
15.322477187339942,18.740082419289852,36.872423744144555,12.94263242587504,8.901335729,36.03907924110984,19.05931869013481,21.874270512773897,19.953953452570854,25.81059972537841
16.066895877034206,28.179739795115758,21.089105473729052,13.633981249111825,17.82131819,18.414043373047228,26.328081994946437,24.802773459380788,22.68998453944648,33.75738060735134
23.50332660672976,22.100592841300205,13.643615727276474,12.179411916819653,28.00280594925659,18.04025993808113,27.74491842688903,24.180854079369716,49.72572002040924,75.04037469107419
27.904384758196624,17.72983418526859,13.243149487938895,24.62825200935915,14.33395077601833,22.440654373592277,22.048471054255693,42.38224478769567,24.91864681245548,26.383062993058704
17.737309875377576,22.682856495294537,18.35861638136369,22.678227331246976,12.167125395611212,15.122406143468897,46.90106424243703,24.208085318717455,21.062099754321988,21.674735532486793
31.068308311618928,20.786232450900176,35.14294585245877,16.796556870458126,14.454950275013859,31.888379642005567,17.135943530204496,22.275641499863127,26.76557065442623,32.8849829
5.477012200384333,14.327914448350128,32.554546056015404,12.765106391146873,18.753937316885143,23.34042451540197,13.409820339613646,16.877221759304646,14.179881878639515,39.57032610507978
26.33790973,31.155641835668554,26.826861116502073,22.795081927726095,14.518369974083441,15.766981111783778,26.866896357616692,32.23604786191014,23.77061203,26.36971770614113
28.82804780436389,39.81848890198823,33.81486255034798,14.586997371208506,21.41053620458414,18.74943294585416,31.24113671453059,22.361673745215015,22.77084423099538,37.401596126650276
17.550063812362293,27.13197333398373,39.870803068733295,16.88937072967112,15.951541943502795,33.425982719719926,25.554656503385697,11.76062744307216,19.111404410931353,35.982047698951355
15.026023784372613,12.665777405038469,26.386894666668166,11.175349719941329,12.502908385098182,56.32026471207723,16.90497478543838,5.1830138824410295,53.92597745804652,28.65438695344239
47.37352810874087,17.509222643256376,23.017786458892992,20.707967768069835,17.129935038606092,20.844450454012254,29.326404849345984,31.572049459129776,16.098236673203367,22.66472010685115
24.086138793211042,29.709261746871647,28.136412705642883,21.58361182270938,12.879179387930375,30.03710282930164,27.227121706671657,16.23984419572615,23.989500558425675,60.550699725993326
27.31451740066152,31.72676259,52.40250006390398,20.067948402896597,9.257997219937941,16.31636145637035,21.123871250881976,10.302314716128201,33.83607651057715,16.449188076604333
41.074940460100464,5.479176249960252,33.57949004088127,11.477458337762563,14.316053144968162,14.861780618560338,23.525118053793317,24.90290759853844,21.842100949750662,20.85154859520712
18.654420549925334,30.333753580738335,18.86310597720068,14.543381646355254,32.17088639748888,25.142759117548046,11.654743884604493,22.553352079939863,21.860113773107354,15.400732632508603
49.488440083385015,23.600531717575603,32.534004963714445,23.690466979958526,15.083229721793707,26.04701466060616,14.473278164956191,36.125899097521774,18.94325454899227,21.398341823777884
13.99019316369467,20.663906406449236,18.655803651979845,4.425890488882277,28.192149565987723,33.049232872309766,48.03831682421728,19.83045062695207,21.47983350547627,31.382068175613725
17.90590007852081,18.887158661663374,39.67197750318033,10.130040589605088,19.254660292734528,16.848655885290203,12.814087168967983,17.72596562,52.89837038649995,18.86484068067472
25.238664810048327,11.391535801407862,46.94838886418137,25.199375353600946,13.24006872293274,13.007120705421698,21.259191940503364,24.394393076145334,25.998649784589528,27.20058602842326
47.96540252947162,29.724805690790667,27.164087636635166,21.483614752271514,17.774105131021575,21.00638502990696,52.08811852,13.685872707181577,24.862107180781937,17.556535364017734
21.061395724297427,14.594853863132993,37.50233857482341,18.70156541855294,24.73866379,19.590420281351882,57.79290591189193,14.96803442007268,18.430519143944842,11.531407535040765
17.355463593755445,9.305571268271063,19.13735011141287,13.464020440180906,14.619038285382189,22.99338856755751,56.64362557809645,20.310686484632242,29.141118424463073,72.84807296455006
20.88061161560214,16.950743930219375,24.373311731825225,15.526532303675712,18.146953481086484,25.471632106602264,25.987708512083426,14.640354900545944,36.08289268670763,39.995399755116566
17.14469211323533,12.278836435015561,29.209064115845745,20.650000597822725,22.24908947,19.08692700485413,33.65743136719314,29.171724036471257,49.251818278133186,20.446881217175886
17.75142001180275,25.996132547109248,15.703567749742149,4.816058313754726,34.372032639490904,23.823569093435523,10.907064271163701,19.483507010807305,48.218481643998985,46.92453174989907
13.233186253496399,30.45878080824543,17.728051012921284,4.234490588811263,16.757447849632456,15.14453685,21.12173945315757,24.363048594587667,26.84761753254974,16.058440851571593
27.485438560486017,20.142927666135108,13.96266906577583,22.80428615563803,17.771285234762594,20.93454658358684,30.396698496042006,18.13767481947602,36.18170673102257,22.882127610472626
13.604212091842708,19.555256475545065,17.05821714500658,26.123801252601616,9.492102606224705,26.982798800119493,32.213790057576375,16.03498548512452,24.606468035602834,24.511443163101077
16.536467477732423,22.612974269699563,23.270165922709257,16.551595939934387,25.856662404087743,19.267504734022637,42.88516348853077,21.29412029398947,17.151261452371713,16.627690213054073
20.025295712491726,23.82490190656207,15.159032782544974,17.149587811815326,19.278708899413786,24.79964847,30.382319856774544,23.032701989893578,22.913781350345698,21.70476472220509
31.772313625196137,24.232571791863688,29.625893412154177,9.614263582,13.458685954478451,20.92092811071612,26.58486365688876,14.163458990182761,31.39482859439597,29.530400966693918
11.350278348947123,18.267801054401797,26.943686661793585,15.064207838821304,20.293588739295405,17.40624375421332,19.282187505857486,28.88670462277532,25.588164692854207,39.49127688017755
13.626970016885434,16.78099193,36.62130917005926,14.105577067046955,22.812727295625496,16.356731232684588,14.265150756106632,8.501976036985763,42.538908442216666,32.85923249409899
21.164966057293224,11.799065377096468,25.225992280361456,24.594700434895763,24.196169903621247,32.873725011919326,16.147320862922406,42.83785566859511,29.703044343602475,31.72023224483919
29.82751691935985,31.948262584025912,13.493607059883313,34.98725791347196,14.59621102610948,30.685369735518748,28.549763016475502,11.25978949,25.67112518463102,26.066963464085873
19.499273440829217,17.2917151,24.834396182078635,25.36119730126663,19.89366636572067,31.46077376322916,43.42916632724981,25.741426789838094,24.730630792678724,21.568752171376588
39.803643917032744,18.223248505013423,27.849059640576794,11.949379740780511,29.48266383400049,24.32062145865089,23.44155733059017,19.80542240717036,19.339901629846814,29.553245962432598
23.599131627552538,12.59915573255886,24.39933019933317,22.839168748395437,12.212322688521821,22.487501544421075,13.951665656947938,20.890177421962093,21.896838620070486,10.65336268559081
24.343839746546106,37.82999357143051,24.992858555584817,14.874076998408821,25.373608737683064,49.603649477547265,39.676093752933255,25.436141142726985,23.28961999880574,19.78602003894919
20.134542942703412,17.849113822108897,8.373501085481376,21.23099042692072,20.100517856550205,17.082540883334495,21.310959527466768,18.84399544,27.519518090484247,10.299549330646515
10.285887407923688,25.83704266141271,26.153797806791097,21.37993548362559,9.900176361182975,28.926162309165754,17.706788738967433,21.995214479104533,24.101813602740258,33.59544181617576
17.207195732987522,27.655154863273527,18.51769566204678,16.640332416100104,26.156711501434017,28.397994475583303,20.704145772028667,21.338594603997336,35.11472022,21.113760448347747
20.650584267140005,21.37918207347254,20.202520465512617,11.60149529247396,19.915891172480087,33.98708308960336,71.74466435382467,16.632894398848173,23.990357528090865,18.46071245516341
23.455012823267843,35.26984211412177,12.812426446175117,17.78257673088705,39.26408044470156,24.034750437562323,17.366568999522805,15.01615700233818,52.111036908092935,20.198412866349415
17.73471609497645,21.50984067007336,16.333062991784818,14.644824584929335,13.278973725371877,22.64788078759569,12.196570154260836,27.51376727542948,35.77173825125145,23.20929319337997
20.673854302043644,10.264400929346493,19.28222282527906,16.300420587371605,24.972990272251444,20.70745494550485,19.047562243336454,33.40633105313618,25.752159314019504,21.905745708437607
23.932266509496134,22.555983230571286,22.868927207108456,18.477046759254996,7.190580856811984,35.102947786113106,35.86825516267682,21.25977794160275,36.39317529415351,34.94245031872606
19.654635319525376,29.440744754232348,14.396654945010091,7.882736514535828,18.385292213103224,21.60760146838137,56.20192128254371,27.58924470133472,26.287712923463175,23.88679519781943
26.17469900328866,14.526636746522168,15.123522910388438,19.678594699852745,14.607309474345659,31.435311270723886,12.72557375813198,17.26736896103207,48.50889218249459,21.765782103137532
13.008297460819083,9.313959197866968,32.88633228998697,34.47011335307364,17.529320853083313,34.61818240622699,26.71711239334768,28.545374349707604,48.85607209801378,35.83020919905522
14.981890314740731,21.871620896972306,27.145704131386605,12.532275015328993,11.875371632264544,20.85226281786183,23.660921290054915,22.923917238773893,29.234419623660344,33.14737627908053
23.86860533741121,13.124830239706538,45.82988952820678,23.579054329348537,16.17441821666104,31.172776812407434,29.659264171462702,16.375092653221493,42.31295540855981,27.403799200553667
15.935326363582028,21.98712328131024,29.54312928198634,19.14043649999832,19.223207305936377,14.299850591042162,33.459440800277406,13.103303905193085,27.197768652480985,26.36590540383399
19.294556276285913,25.274436213432253,31.177351864853343,17.812636112477865,22.782388582067718,17.476723630464907,17.642313592633883,17.37971212236978,10.904994425747958,18.135717060163525
16.47351679656532,19.665591417208194,18.52132772450939,13.04650454580503,23.349896070680508,19.630471367357046,28.081166119718215,49.43181359566875,73.20311597833036,22.879729156289596
38.067392736716954,18.68225630777161,21.973984568094743,7.619603708122912,22.69696044958684,11.204082983657523,24.074526939803235,29.11669949611015,20.803705588317165,31.487723661913215
22.016015156157348,22.18060701745319,23.810778714992338,21.64319262442749,14.405415287994797,33.40401565769368,20.67822023080096,28.560916231792326,15.772042307126398,38.056683945488686
14.446778761486996,20.271302341566475,37.02869528,26.697591574378034,12.407527419935416,35.38184244898189,22.606894165130413,22.775645362948087,38.28703418694188,44.492338618002286
