0 4.861430945101544 -0.21261406176883468 1406 1406
20 4.695805038025086 -0.18923475224275998 1406 1406
40 5.003458156292826 -0.208213295159703 1367 1367
60 4.714897430348067 -0.20766251687860748 1490 1490
80 4.285313772304667 -0.19368404571786435 1505 1505
100 5.0487106598180755 -0.2174782746544841 1365 1365
120 4.861877225734032 -0.20248774527843616 1481 1481
140 4.213116176357354 -0.17513125519143657 1512 1512
160 4.612328142421659 -0.2025058895908045 1457 1457
180 4.762910781034502 -0.1974692526017029 1375 1375
200 4.8094731426633235 -0.20370268029842498 1372 1371
220 4.557222539708666 -0.19247479903024145 1470 1469
240 4.672184416820414 -0.21033971695097498 1426 1426
260 4.493649099640183 -0.19541814678788605 1400 1400
280 4.7037914372998255 -0.21057088669009227 1372 1372
300 4.592671005745703 -0.2009083982011326 1433 1433
320 4.771180630451971 -0.2058898497951751 1419 1419
340 4.837038248996738 -0.2003815030624564 1328 1328
360 4.602110441213904 -0.20449629640325162 1413 1413
380 4.649561588572564 -0.22687127369317606 1381 1381
400 4.44464447225265 -0.2029785241968518 1464 1464
420 4.715700971506065 -0.20801907492466576 1388 1388
440 4.480349450412323 -0.20482630291131265 1428 1428
460 4.66628204439227 -0.19941187115454218 1419 1419
480 4.572718599346204 -0.20067087488183455 1427 1427
500 4.515986441902756 -0.20090160895677323 1466 1466
520 4.556937832975665 -0.19515191923040276 1514 1514
540 4.537681453719532 -0.18606740888530138 1487 1487
560 5.074798114924899 -0.21484377287768308 1317 1317
580 4.800155552286181 -0.21202253305681795 1377 1377
600 4.682197272729672 -0.19923823233913662 1356 1356
620 4.688406332709159 -0.19883049703875855 1387 1387
640 4.7708817998484925 -0.21122787690791278 1361 1361
660 4.892909731352698 -0.20740998132302468 1383 1383
680 4.712431776302417 -0.20380285358724282 1373 1373
700 4.667817300271529 -0.20893723750018556 1396 1396
720 4.743731628688135 -0.21023806088587516 1438 1438
740 4.628043320294159 -0.20345251678100973 1384 1384
760 4.530004939977335 -0.20053814311058538 1436 1436
780 4.791458897514698 -0.20927533664068043 1430 1430
800 4.714009501886759 -0.20238188207731367 1415 1415
820 4.67075753793173 -0.20674217746032708 1463 1463
840 4.692698028866153 -0.1985741589054395 1374 1374
860 4.757002616364215 -0.1985979893410853 1471 1471
880 4.603264618464206 -0.20042825920018892 1387 1387
900 4.641299175056329 -0.19853615304687977 1424 1424
920 4.415814084410945 -0.19558205972805476 1498 1498
940 4.4217827902611875 -0.200587375981496 1468 1468
960 4.673522823749039 -0.20566669145534322 1383 1382
980 4.741738546904512 -0.19796489591229804 1424 1424
