S4Yx30-hub-displacement-angstrom,S9Yx15-hub-displacement-angstrom,S12Y3x10-hub-displacement-angstrom,S24Y6x5-hub-displacement-angstrom,S120Y30-hub-displacement-angstrom,Sc_S4Yx30-hub-displacement-angstrom,SSYx50-hub-displacement-angstrom,YSx75-hub-displacement-angstrom,Yx150-hub-displacement-angstrom,YYSx50-hub-displacement-angstrom
10.15957357,12.54057037,17.49965482,16.40688661,27.85369193,15.32945858,26.38879794,9.595170773,12.92581628,29.12711874
14.83408427,8.788410147,14.25322853,14.17784832,5.228922609,14.49074652,12.53862008,15.53891255,12.32825779,9.546675571
8.870251482,16.27537544,15.89182913,23.34646785,11.77908462,14.48298277,8.239835661,23.09365495,18.54479066,16.72647856
10.05186708,8.804936112,12.68395345,15.16305903,13.60481685,14.24561101,8.558382397,17.75848714,10.81889755,16.93559832
18.30772267,16.14200389,21.28750131,25.94311584,33.62710258,13.86248376,19.11367819,13.19450661,18.23511142,22.34547795
20.1423278,20.95667851,11.42949698,19.43946612,25.58464792,19.1056306,19.08059146,9.121283114,11.84411429,19.79505958
19.1627776,18.40824448,26.25759978,14.08875067,15.74595712,10.21742935,13.82700496,14.93047064,21.17769682,18.91525814
17.44303147,16.60341471,24.49209622,16.21526917,7.580764836,19.89214049,9.385097868,14.22585369,15.33996335,22.12091429
16.14987839,23.53873263,8.219979115,8.642037638,15.59434902,12.05566993,12.66072938,24.18274902,14.69187505,17.10249456
12.9844924,21.03298339,13.09842117,14.61876211,8.50541485,10.41564971,11.98995376,16.68897665,18.74093678,20.6060957
11.19726437,22.34193539,10.74803022,9.050937036,20.49802108,17.04472524,13.34467508,16.4028557,14.10603564,26.02082431
14.26624416,17.61470181,9.738259117,20.62450837,9.818514163,13.10439857,10.18811583,14.96742603,9.245464969,8.759174043
15.98327188,12.74504863,22.56964451,9.679460411,7.246605945,24.69751522,11.85342809,20.79554683,20.79910727,18.89160308
12.31247887,10.76401537,22.96201043,11.34628962,5.732804614,14.15228751,9.88927305,24.24628509,11.91046099,16.84399626
24.41665527,18.15870019,11.75307981,21.08890113,18.89418982,12.46574429,12.91019723,14.77193024,29.59915848,11.3993638
13.65393778,6.334229998,9.213148318,30.12572059,20.43577242,13.61623577,10.20789757,19.67319851,30.01354743,21.27111989
13.5717776,9.087556485,15.09141198,15.07003786,11.84343572,18.67646011,9.042842723,8.431363053,22.48657467,17.44056248
11.43852218,20.95363613,16.19259255,9.982640665,14.79425179,13.23008764,18.18875952,9.39258891,21.83236973,22.55907357
6.148384201,9.464733363,19.94103137,30.26238069,16.02319562,18.66400311,12.70186347,25.1175543,16.83288222,8.385994004
18.25713866,10.7634612,17.66712093,14.15119049,18.14582261,16.76738196,8.499858087,28.94560588,19.53873957,17.15614372
17.42683591,11.99330601,22.65538738,11.34297584,15.03929342,20.54708804,16.0230933,24.91302307,29.60097675,19.84679069
17.32702772,9.760352025,9.561827554,13.54825616,18.52850829,15.5992772,12.933909,22.02297647,12.65775579,17.61647926
11.48968666,13.39045215,13.5299089,11.73063323,6.024097727,12.74842442,13.76742441,16.61071361,19.59236032,14.57926494
13.97249536,10.21013906,23.08715353,12.34742932,5.829641267,12.22777747,16.37958208,15.08093642,20.01655136,19.89002396
17.69758571,11.96959942,17.03055104,12.33919304,10.90622118,18.17909536,11.18051968,8.595570604,16.97706438,18.87921468
22.04428654,10.11434375,25.65156533,19.87234891,14.66888119,16.50244616,18.60328027,12.80485321,14.4604184,20.78780916
15.01225058,15.42066643,15.13600139,15.82396585,11.79171573,9.845256363,17.21002123,19.14935074,18.01604843,19.02982636
16.9262017,12.88589945,11.96067873,22.48691301,7.186855002,19.70988646,12.22842928,21.71450341,42.52151019,17.30994602
25.17957619,13.36386053,17.82811038,13.55326946,15.04220234,9.421378895,17.84319605,14.31586379,8.913421875,14.45610699
11.24080175,17.27635452,20.21563851,13.80907333,6.213990349,22.39065039,15.85905175,12.36468501,24.52654769,22.06196212
10.04664759,7.611511168,16.33556538,10.77161853,10.74256735,13.30689566,18.46270757,20.98087944,15.19792163,24.29106896
12.68839575,15.20680247,9.979056308,13.25093436,15.38199585,19.34848672,19.75991495,17.41981817,15.5480128,20.42715813
16.87243739,17.71762944,10.68578755,7.278695586,4.012885287,5.269032331,21.1255854,19.34508439,13.40376722,20.44885646
19.81596811,11.43674463,9.526171943,11.52087577,8.839506615,16.20182412,22.89561985,17.48069547,11.92436321,18.32498947
26.41824186,12.9912793,28.85593832,14.42580286,13.11801721,12.28412131,17.02872898,16.29225455,18.54726679,17.47978324
33.72638817,15.40909646,18.00456813,19.47069551,9.394009484,13.47891604,13.65000427,23.84109064,14.63729709,35.97552738
12.02959018,6.609265151,25.22597877,11.88284943,25.18406274,14.24712274,14.19258192,16.21151976,29.33771398,22.79110027
19.46718525,13.83536592,22.74064871,9.543889977,24.94378758,29.21752438,18.8652649,14.44695985,12.73084836,18.18887116
17.53461705,16.492725,23.26571981,20.82983121,17.29277742,12.39444502,14.85161727,16.22240885,15.32231141,21.1293408
19.67138727,10.27274132,17.23862559,11.95109588,19.01285652,8.251972098,9.823305426,28.30897199,13.50541079,11.29570755
18.39576509,14.07797931,18.12004661,14.49564867,5.621619289,16.30837249,20.90902841,10.81627695,14.79868123,19.90025312
10.39999409,13.65042383,15.04936928,16.2399235,17.15665088,14.13105554,18.53126678,15.81041638,26.95191565,12.69176781
14.00384887,14.61877563,10.2635956,11.65055242,10.15294438,10.48005133,16.0990476,13.30072882,21.59285595,20.03698987
9.588829073,9.39182458,9.380654304,3.698618609,8.424846025,11.68862087,20.21413092,25.41097864,26.86228976,19.33071381
23.08714916,9.469728337,11.38400193,12.88886332,13.2015037,11.85825666,15.56012477,24.43747971,42.01562426,15.4936958
19.05291951,12.72595867,16.59261247,15.45738933,17.99897982,12.1850235,14.20704768,14.39859688,10.98687176,13.0906257
11.866682,8.866971399,22.77549136,10.60910037,8.650135747,25.22635027,18.11876987,13.98477901,14.42630065,21.03126604
13.86854933,18.82217867,9.052233643,9.086726589,21.81319122,11.42679111,7.735837599,17.73865862,16.13983194,25.2307849
17.21136971,15.80128395,15.87511333,23.19803819,21.19004821,16.97127267,7.857145976,23.20484508,13.24142846,32.5486943
19.71132076,14.47930554,16.62773382,15.87096198,7.222104873,16.94745651,14.19906248,25.08023791,19.01574721,16.99319911
9.961534676,14.57790126,20.41887536,10.60647951,16.14679778,14.00008206,14.11316211,15.50855531,14.96716195,16.90300535
19.25786579,12.79131713,24.78975564,17.18638323,11.04745863,12.21117151,26.80674439,16.85693949,16.29932107,19.31255184
19.61245242,10.06372502,10.87326515,34.57925492,7.567333032,15.44510769,11.20440971,14.06260028,12.92554642,35.62334819
13.62968715,5.951129262,8.653093553,19.24072669,9.272407423,14.98002353,14.63068366,10.72094556,25.31987709,19.00081966
27.83236623,9.315390045,17.66904595,17.65828287,6.49123343,12.44834384,11.11402295,16.51388135,15.50057704,17.96734687
12.32491299,12.71565402,18.0996241,23.83547514,13.61648111,10.77976952,19.8369894,12.98392966,23.31022858,12.08517993
9.863265673,20.72312106,13.44460644,20.18082495,18.20950314,15.40696273,21.32721985,23.54770794,11.77833348,18.52553435
9.185178966,9.375695974,35.99369279,19.47129575,23.62758512,12.79176752,14.50490771,13.83633777,15.99984895,22.10713162
20.94469164,12.83001158,22.1190694,7.442531651,9.080314489,17.94752944,9.804642679,15.01053546,18.82222514,11.39412789
12.20671845,12.82106271,11.26729734,10.09117935,17.22310747,15.21839416,12.22303249,12.99405531,30.5465976,13.42336906
24.46756386,7.350603003,15.17679411,18.60117554,8.406704247,13.66886224,17.10676873,18.08355688,15.94523974,12.25594999
8.968664257,31.87648971,8.743084694,14.47394287,10.13551256,13.79791088,26.40238315,14.38513649,11.96366644,15.73690848
21.32414759,9.649720127,16.67412688,34.11719263,4.28448931,18.66148455,18.51727897,13.04383325,22.00920561,15.86639574
7.531038875,12.1240912,13.52517034,25.3031108,4.948266454,13.84518681,21.08899889,17.32866865,15.29584542,21.21624175
14.0842674,12.86585369,11.70800637,20.77547344,5.572999384,22.58053922,14.71295098,16.98890842,14.78782114,29.91237415
12.14209634,22.75942708,18.9506006,6.311144569,6.204893378,24.49430252,20.60474475,23.9229817,22.70434499,21.44953843
7.46628358,7.695892458,23.62165513,17.61776105,11.40198504,11.94960019,23.46270072,21.15701376,18.78912409,16.00767996
28.29828731,19.94385449,13.65317449,24.77140484,7.767717038,6.124482145,16.85010922,15.49346919,19.20217894,30.49365944
25.30278719,15.92976923,16.28470386,19.88155707,10.04039384,17.93556415,18.7499366,19.33059929,15.81336743,16.97569364
10.2099932,12.59425778,7.791529813,15.79837713,8.657892103,14.55919813,16.85290625,8.852663179,17.68787973,28.07808227
22.6221163,20.47200554,10.28275253,16.75417264,15.61410727,22.24771144,12.75950112,13.00862533,14.27186263,33.21824827
18.9378059,21.52491215,16.09470711,27.27310297,5.998497009,17.57099333,10.15553599,8.369572328,23.04266456,10.27510304
13.45027294,13.1490825,20.53251548,15.03385727,9.543346935,10.09705932,11.81219386,21.13538895,19.48649322,21.89138438
19.33309936,15.25320359,14.12862742,20.93234145,7.457785317,14.80206661,16.45188539,11.63923753,12.40821417,9.806870967
13.80296428,9.334541686,15.0540196,9.141440349,7.61075623,5.43908621,31.08429281,10.014325,15.7282217,17.79734381
17.91502406,20.58534117,20.18145899,18.03854747,11.10966812,28.80914615,17.37259227,13.44434056,35.02974861,27.45569174
12.21812256,20.48053804,15.47064874,14.41491553,25.55811351,19.11717687,14.28135438,16.99161121,18.47822842,19.48015365
11.31176363,23.27114326,16.03720869,13.78416372,35.76362654,13.27225924,17.48752912,18.95163561,14.05246236,18.83247419
14.58583373,14.42708575,19.14895501,26.51663341,25.12997859,4.740483435,9.839006162,15.58297104,23.45921193,14.42579783
15.58794047,23.86548758,18.02476434,14.8166969,13.97789899,13.95708919,13.75749767,7.316019944,16.90460898,23.16903352
7.981303234,14.30821879,10.09599745,21.91952863,9.814784129,29.87719292,14.17957022,18.30330974,19.49152851,18.96732066
3.593249331,16.33404651,15.14142711,10.84686962,21.90360409,13.28765893,16.28535273,15.52354588,19.44437832,10.90435556
