S4Yx30-clique-displacement-angstrom,S9Yx15-clique-displacement-angstrom,S12Y3x10-clique-displacement-angstrom,S24Y6x5-clique-displacement-angstrom,S120Y30-clique-displacement-angstrom,Sc_S4Yx30-clique-displacement-angstrom,SSYx50-clique-displacement-angstrom,YSx75-clique-displacement-angstrom,Yx150-clique-displacement-angstrom,YYSx50-clique-displacement-angstrom
7.859434544,11.95311697,30.02856631,43.31699488,15.26749471,12.29477545,16.96954549,30.98952963,15.77565536,34.57194693
15.20414708,15.0473437,15.96372658,8.900824961,13.17713651,17.44288178,16.03961807,25.09173659,12.96920265,18.02564385
19.06407908,22.28162443,16.83043766,40.60793146,19.01772567,42.36575261,17.16248962,10.90456311,10.37033297,7.721137727
19.491013,15.11912787,13.12552342,23.25248097,16.96389174,18.26362313,25.77481126,28.21732686,18.15310236,19.99099372
10.10076154,19.76911512,31.70451653,37.7866483,12.15984577,18.67943712,22.7481245,14.74133223,26.31147537,22.0948716
14.52552946,13.53601814,20.72885149,32.02961701,20.46495906,8.142898291,18.53168149,14.01929889,18.11859716,22.14115673
13.870791,18.4275568,24.08216098,38.95250476,16.98654006,17.00753225,18.97347654,19.51246879,28.83158818,14.42516566
19.6477253,26.65775119,18.90811759,19.17087997,14.12588999,14.56378612,19.16254663,25.1746835,29.5216254,26.21519612
8.708607335,19.56120685,21.74758827,15.00967203,15.88374377,7.254209724,15.81026978,19.7211244,20.07792864,18.15314626
17.38574921,24.7517015,32.3969409,35.71741542,16.05594044,9.5196724,20.56878258,21.59577589,11.15827211,12.84705317
19.05889517,18.06342274,23.62416255,18.69736565,10.5821548,11.20621006,11.67355733,13.87030543,23.99062384,40.35954832
14.5367222,15.97657126,23.13660067,10.20939026,19.77382316,23.54974929,18.10891354,17.86295722,19.49940974,22.33100086
11.11517652,16.129858,14.69052996,13.901313,10.52989212,27.1949049,24.89642086,13.7752415,21.80382644,11.81561479
21.99146942,11.84599733,18.78342067,13.29634674,9.948632603,13.26221264,9.238104369,20.85787517,16.63371644,22.03388638
24.16812258,16.15177041,19.73289833,17.67034571,12.09193111,10.43690115,20.52063218,33.70753379,13.69157455,30.81221181
18.3562623,19.10538484,16.14864342,15.57504084,17.51597822,38.44696003,29.6551882,11.90292744,12.71796428,34.05241743
21.75528621,20.27582296,27.16707744,6.217953386,23.49534166,14.15555158,25.12781767,10.065215,17.37631019,26.89463587
33.85230269,24.04273471,26.72458012,17.32251206,33.22100648,16.15238811,21.53581858,19.09446819,17.72993554,17.65050712
21.51732751,16.3380427,13.78035429,23.63443699,24.50776174,13.03910379,25.53943668,22.82160345,26.81798119,14.16721531
6.299447253,20.19390428,13.63433705,13.5510012,21.51192709,15.46678194,11.71307901,31.51756785,29.70859948,12.5712412
18.23642679,18.23356284,18.45838415,16.12786761,22.01895964,8.872678381,22.98490475,15.61286357,15.57686525,12.62108412
13.89305295,18.64856534,25.01121253,18.0171708,20.20849822,18.43084574,12.28949173,28.43145879,16.49962466,25.24085436
19.50705675,21.8621178,20.22161623,25.11473413,15.34481802,10.40909968,19.74335341,23.56907785,16.51690386,18.82235534
12.22794397,33.53282708,13.25089595,9.319443873,21.66401533,23.94871346,20.4368124,19.61255361,11.78143358,22.38809091
12.08037265,6.035539105,27.19548133,13.43132252,15.00152119,18.69687224,15.47316154,17.63421815,28.10864402,15.04452823
14.17021555,30.09722142,10.98910074,26.03120921,32.12387706,9.337772226,10.2856439,16.30866226,14.8864643,26.31642531
17.65823171,19.76063612,13.18874108,20.87488836,38.22111775,12.97418274,13.76237027,16.8275932,23.23686095,7.49618406
13.43647549,20.87518813,11.08543078,11.05972739,25.18282524,15.06761854,12.62515755,17.08901658,17.82755768,11.06539282
13.54521831,14.39352686,15.01599361,12.87087343,20.07121747,31.9407128,11.99025901,13.28585015,22.78843327,17.46128575
15.26359972,20.12693473,16.30256683,12.65861257,32.21279766,10.43189801,15.36089673,16.25471278,24.99708507,20.49182659
8.880974878,13.98043081,21.70838262,13.25583777,24.45157665,16.62978374,16.09583669,16.12599809,17.23071435,18.60929088
26.61345861,17.09209341,11.48933147,11.13503384,6.984341614,21.07064094,33.68914615,17.03370839,8.163498791,11.78588486
30.43167043,13.20422816,22.18815831,15.81707908,15.94604506,14.85227041,23.61892915,20.0724506,25.99985125,21.91358423
13.44183925,9.622316072,14.60491553,15.80198014,25.59048565,9.079639845,22.461779,20.81060651,16.23196897,19.79162257
19.48755826,7.80269914,10.40992677,23.4190887,24.92917259,17.81827416,15.69359968,25.5014734,14.57973056,11.42951356
20.38050025,13.18904723,9.059822699,9.037465256,19.14101973,13.85684588,14.8363865,18.63990633,21.61311563,12.87910002
30.63871192,14.54007573,20.2610036,15.61423607,9.174783506,16.92877821,17.11860002,11.95676253,28.77715649,15.86038498
12.71860079,8.326435126,11.60462141,6.124128415,17.76758862,24.16499577,13.66579296,5.859529262,26.50021049,17.85509666
6.915235863,11.82099714,20.67752134,10.24412569,12.06239513,17.21505336,27.93735827,19.25916992,15.83203419,25.83237406
13.05001974,17.64733946,18.62506988,20.59934598,21.84083536,22.42235336,25.56138905,11.6029905,28.47773163,25.59900988
19.59955804,15.85839122,16.3650052,23.10559413,14.35443703,9.24751702,25.0547871,11.81786284,24.76406046,24.06481556
17.35126579,12.70296122,7.462014053,13.4187306,18.56586496,21.04673131,21.07951119,18.54389536,39.55827958,19.07741452
17.03784484,27.29029673,19.03246079,7.008219196,27.11530805,12.04105416,12.09399871,9.249759223,20.24534289,11.31875773
14.33043163,26.55580024,16.3685375,6.407335334,9.736014307,12.18528521,33.92644188,15.58421095,11.1995568,27.66167555
9.361108154,18.14821724,24.85337013,7.388682425,13.69865057,17.01977907,17.48627976,15.96923558,23.21897589,30.29394718
8.891020982,17.74675022,26.01539406,14.8626686,19.19370969,13.240233,13.56165634,12.69116095,17.60062482,21.99374002
20.55733715,14.26283168,16.15137318,21.61758251,31.24760408,28.66324634,14.96136052,11.1649358,15.57512625,12.95157395
17.34818494,9.781882215,19.92177755,13.81611969,28.55434401,13.16109012,17.45355913,11.48951157,30.24925037,11.2078435
22.39832956,20.98854233,35.62679751,32.98773893,19.91063855,13.31654303,20.30088555,26.52209716,11.73650008,22.33714281
7.928491351,17.76307589,13.63244823,28.78702555,13.71938042,16.76736986,15.83337652,21.39337145,18.45561865,22.57342189
21.7720757,8.562141078,12.15704156,31.78509629,18.32159065,10.80492175,15.02951356,22.47189363,41.92490217,20.93629943
17.66989054,14.1684543,7.751801385,31.24675393,26.05083902,28.09883223,17.14767485,27.06526136,19.15232153,18.38247785
21.78623625,9.135866929,21.43751418,15.01106954,14.91914449,21.87405668,26.62724603,27.08864239,22.85300068,18.67998469
29.87535186,5.247460004,16.7548098,15.22194413,14.08248662,10.21792316,17.33096271,20.03438395,19.23025784,25.82772972
24.10353124,12.26656293,12.75044443,9.869224131,17.92459989,14.20516593,14.73265234,29.27798352,33.51550885,26.3192477
19.98379733,19.48876778,14.86593447,21.20899206,24.29008129,20.80143018,13.38156423,12.71488409,26.8331671,24.41965788
17.89094313,11.52230039,21.94362741,16.15718723,26.39973222,15.08672866,13.0254182,27.05189603,33.81169762,20.45931645
22.3280949,10.90178252,22.0224964,12.38560452,23.47751645,16.12623856,17.69759198,28.95770784,24.36734477,9.929979889
14.16439266,5.530455489,27.60024208,18.85412139,19.79181384,14.44294195,13.52936573,34.38600679,10.85348728,37.20239064
10.55322883,11.2363774,20.05728657,11.61051246,27.17566379,21.33871853,12.62171606,22.66479526,15.39435387,34.16662992
15.76771781,10.65089541,26.4344005,14.89485678,18.6940801,13.26505358,15.24138522,25.20890424,22.13222755,41.01960723
13.50926908,6.553050668,29.17248319,15.2093798,32.74723074,8.953182943,19.64069391,14.0981121,33.88761071,23.94385835
9.543195124,10.89407732,8.338796623,18.73115748,11.98582797,15.04130313,14.95036423,14.40730757,21.88960849,33.66075465
15.45181466,19.76320873,6.310160048,19.2751704,32.98265476,16.59322103,16.19779539,17.1793106,8.776123505,19.28365845
17.39316841,7.668101314,20.94581768,11.37826634,18.24464292,12.45813678,15.1095809,17.29301063,23.46450264,29.51645105
23.41594359,8.370070095,10.01955718,16.11273718,18.07043852,18.35595024,15.38935207,15.35786075,18.81069169,21.83506924
19.70298541,5.06151712,7.336726644,18.17559885,29.074615,18.24302301,14.45211139,27.74794532,20.97912038,27.75388569
16.78741256,18.68838863,14.9622065,18.27827278,21.05251728,14.24184648,26.02362723,42.91192923,22.03520381,23.63633431
7.814178553,20.816339,24.31095351,24.09371289,21.26533228,18.69708594,12.74323341,8.171966429,16.67523194,24.20558381
22.99154985,9.371137477,20.0094182,10.20217001,15.09404678,22.94127021,6.922537805,23.64776625,15.17428747,10.71839573
12.95664494,17.48458667,15.72558074,15.92925218,14.01230095,18.38673045,22.5298355,13.60239575,21.06555121,21.80728338
11.73907313,13.39046253,24.51491306,9.841923902,9.264065019,9.267931143,8.571558566,21.98280915,28.81666961,14.2302605
12.70653618,10.01621794,19.77697593,15.95570481,14.97644799,10.89965892,15.72387349,32.91878085,28.37357539,18.2927766
13.36820498,17.07520341,16.27162693,15.03453664,14.5367792,14.09722435,25.17202677,11.17197613,21.35768033,29.45720708
18.06146666,11.59076364,8.832739236,9.397599531,13.41455247,11.04295763,23.6462323,20.97845655,21.04926962,22.10795819
12.28924795,23.48956969,17.27874748,11.3540718,21.7245878,18.97976137,26.76435099,32.64177886,31.57523038,25.5745777
14.36158167,22.79778259,26.57968926,13.99506775,14.41234508,24.70549935,16.66960129,19.00777597,24.62229485,20.33990321
10.16600643,12.90053214,15.0245467,13.98174141,21.98185509,20.83623403,27.96450903,17.75364505,11.64324592,14.76171056
12.8902588,16.54859085,17.30611997,10.06648315,12.71142495,22.96925291,11.15871581,11.01246046,18.39102204,19.86078174
16.47295495,18.52287565,22.06960339,16.27168225,28.64688365,14.06395713,16.27544423,17.41695107,29.27744296,24.3977387
12.00746523,11.13934445,22.57085091,15.18503243,30.94896665,15.83411039,30.31128206,22.2172889,15.79840401,8.137958972
12.41650481,16.38255981,22.71590358,16.96673289,14.27460575,14.366418,26.74340752,20.82623832,27.77819876,17.44623478
21.17492633,12.14715609,24.22854568,23.74567545,22.2926272,21.83622245,44.49403344,20.64292006,34.89014175,11.81369303
21.3622695,18.22527765,12.44711255,21.51417548,17.55484775,9.980035161,16.76629203,41.63012148,32.57405317,36.66132714
12.71041557,12.20068426,22.69275901,19.16828231,20.88032378,10.33666249,24.0443168,32.69606418,19.57280904,21.01220068
31.5306943,10.2051001,24.07148979,23.19164746,16.37902043,16.35374741,20.00600637,23.89373769,13.98767667,19.85097607
13.88742778,12.67984364,13.1443937,10.74464963,14.35669889,28.51129239,25.02826123,25.85555566,16.89340064,15.0707919
22.47771928,20.49225715,32.66342668,26.92664051,26.45626772,25.72286535,16.11819999,21.50348043,31.05626247,13.18233625
20.47015102,22.76784885,10.41616266,3.699680141,13.98256312,7.480973409,12.55156967,14.06021437,21.10283762,17.13650473
18.10835981,10.03680315,17.41969039,11.05022858,7.515259574,12.31237385,14.06799298,14.7686999,22.5565853,10.02676739
15.90583692,18.53000451,18.01036688,24.88374989,16.07873422,11.39842896,20.3856163,36.41889374,27.66192336,16.70714606
24.49775505,13.70559794,26.71517608,24.61153672,26.32295875,15.25402049,27.41296569,25.62340486,11.83426663,32.5285625
11.38595588,29.87150955,27.91516126,31.71927272,14.2603081,12.29178786,19.07715731,22.52084904,14.02352409,19.31311769
11.8814778,14.79303899,13.69208843,17.79842746,6.52918769,25.35141793,10.29049414,27.23638104,27.43797359,18.21005261
10.034986,12.17869964,10.34838376,8.390572244,14.87791431,17.55336133,11.33512717,22.84932623,33.02070814,29.36703991
12.5209718,18.15654801,11.0697567,21.89418306,27.73569552,21.27538767,32.99546269,18.68144225,15.88996184,30.31892363
18.70745757,15.88156098,14.6076315,17.57072799,5.640128744,18.02176455,20.34265069,18.53590644,22.92720259,19.96633795
18.05913271,7.994246998,31.4228053,16.8838626,16.96233566,12.98202288,10.68962707,10.04066445,16.09056306,17.64276038
14.37117865,9.109757334,15.23495601,21.32319213,18.64521521,18.7344569,13.24353586,17.01628796,22.13224309,23.91423223
23.76915058,4.656470252,16.21193487,25.08579121,5.947906635,9.265813206,21.64967102,24.27362669,22.92839644,32.2314201
18.70046661,17.09152772,16.73537851,19.70858312,32.84645767,28.79557766,14.25813825,22.48221645,10.93541686,29.09673267
20.52728823,11.58956935,6.992294485,14.02828672,10.85742648,10.47553602,35.58373259,22.96497279,16.88119012,8.912477711
20.00052441,10.99997963,20.76604994,21.91360762,19.90630302,16.51979683,15.21945086,22.0314923,29.50335741,30.34480793
24.71453935,14.17761636,15.57477754,37.71316327,16.6859147,14.50559423,40.94986669,21.83777892,13.77900678,8.96838794
11.58808204,15.73869648,13.16172665,14.98468218,8.938021784,12.96170689,13.16372775,43.27028635,23.42280201,18.92719085
26.23584745,16.12946597,13.60618109,14.73712929,26.93107886,11.21929334,20.85253091,22.81532134,31.42220385,18.83488244
24.70831383,21.09145404,11.50699733,11.74155705,23.7564029,16.30646539,15.69223688,10.54567951,15.92173827,17.14953016
11.50606152,21.89746594,28.16335842,19.73275975,16.54661271,18.77060402,24.69373131,14.169627,6.979411263,29.57481808
8.726914355,17.97249632,18.62133338,20.57136056,16.34307602,22.21953345,6.781971927,21.79213427,14.73811651,35.20190263
13.13989764,14.94042998,17.85334909,19.63755148,21.1702189,10.61344759,9.261720137,16.38765033,17.8199922,20.16588602
15.10052229,18.39979363,14.25193032,20.34361055,36.69080867,30.82760537,21.08781668,17.85996384,22.12734931,16.9733142
12.50356576,19.25561671,14.73978453,26.69210133,14.45859116,25.28633376,9.415917765,9.422890077,32.0500343,17.98191541
13.75544202,31.94974359,23.88275068,14.32297008,18.47907036,7.421188925,21.86672586,12.08739276,46.47615392,22.7189322
11.65573232,20.92977391,13.62605152,20.10703077,22.69023256,14.82658126,11.83807081,24.72129982,21.29607803,17.07273929
17.441203,14.91134983,32.45893045,25.92157559,14.95528059,14.68053271,17.32171471,11.71088601,24.09482141,11.69764642
17.75551503,22.86834924,29.13301366,16.82787879,18.73794986,37.36130236,41.55684974,19.78868401,20.45266473,28.66919517
20.00385469,11.88058699,25.84901101,18.01618849,28.57462203,16.3840493,18.92312517,20.11121324,39.97452872,30.74226638
16.66409955,16.76019909,17.4825584,11.73929361,19.18722387,15.41320928,48.66978942,23.43095924,13.60072319,20.9380192
26.93950712,18.00784377,17.6437812,14.40399026,14.07322847,16.79939788,22.12201274,16.31128448,13.34604872,21.72374782
40.89855071,18.48207184,25.68405623,12.05368798,12.50680267,33.41673005,9.828065041,26.12251285,18.94834597,25.9043374
17.13102552,21.87698102,18.13387038,5.409498927,17.11517439,13.26165353,15.90285311,11.5642834,24.60296166,11.43298716
21.17820641,21.00098674,18.13027591,10.55319923,17.10367934,11.69644044,32.54748462,13.15243743,17.39263611,28.48128985
12.60881922,32.64272462,20.56750723,23.37100387,25.67618898,19.68255087,15.24382573,14.23835955,25.48553813,25.37320935
11.19399775,26.35608695,18.37115068,13.67610005,21.24911982,12.46895798,26.52653485,25.31675071,21.86967718,13.18278213
20.13439686,40.20396952,13.65662479,8.129650358,12.40046015,38.53176363,24.06123322,18.92812048,25.83393408,12.652843
17.53710078,10.08511128,17.69149545,22.57668844,22.62945512,14.91188261,16.70472863,12.5871304,24.97942043,19.76873486
10.9410427,14.64421854,17.63174719,15.73897766,16.63844634,18.53097146,14.11372152,23.15937888,16.56914037,17.96888979
12.75625056,23.93178441,22.72388571,5.868716089,9.251803327,13.22048657,29.61943418,23.45795357,32.94827193,16.48236424
15.7544202,11.71048621,15.73678077,25.38628562,9.640708503,31.11202374,17.65411778,7.830649717,14.16298854,17.82234209
16.74176343,18.23263421,15.48347763,19.01678028,32.81433836,19.94084482,19.01953892,19.81031975,13.15164061,19.56706206
17.67836026,15.66149702,18.45487327,16.7551345,14.47597076,14.51612564,19.01514987,24.74914588,17.34373692,18.32844909
23.96783592,14.91717117,13.48266452,12.51620801,15.75947262,22.95984847,37.00867931,23.40811227,26.93282941,14.78341382
19.86926506,20.13084576,15.95846457,12.7527326,16.71110482,12.68142313,26.1693758,24.21926608,11.77124579,17.0450563
14.32229854,15.34406065,13.09640239,15.31493863,20.67816019,11.68673684,18.78944296,16.37067219,19.0826065,30.03384885
17.23553467,20.16153425,11.98261836,21.88547219,28.54264076,15.89513407,15.34298771,9.964651267,20.13715573,21.23982732
31.4630369,5.004488355,16.60498579,29.29039514,4.962626116,16.44075666,6.921561971,17.93587258,10.96573624,28.95466949
40.4417266,16.08576703,26.11701349,33.03186826,18.20300128,21.13245572,28.75347198,22.13292238,23.08356059,29.77452174
18.89256234,14.78782779,23.56582597,20.41148048,18.52190236,15.39463196,19.00557118,23.79209505,15.48944634,32.85424991
4.697487108,27.0972991,17.95256142,24.71328164,20.67735202,22.14689013,17.78793742,24.93637095,22.6124316,16.41222545
9.525546037,13.07230309,18.54221,7.9693846,11.64820275,19.67366247,20.85518391,15.68465788,15.08377773,18.65173755
25.34652705,22.27983943,14.65588496,21.62263166,20.56272186,18.82928427,17.88013852,24.43441776,24.73055785,27.05739615
25.44680665,9.172194587,16.86352552,15.40249067,29.56700795,36.96276726,12.08621691,16.53971201,21.19258542,23.78061159
27.51114529,18.9153185,17.32197129,9.985353413,20.95415179,22.40547008,18.47560048,12.42074415,29.94244332,6.810109928
10.44752977,9.751050971,16.1603445,16.26470004,14.68260444,15.06525863,20.47595736,12.46711252,22.95257278,20.07821307
19.43249406,18.90999672,9.379384932,14.58327936,10.96475231,21.07172634,25.31056249,9.782440205,18.04088132,18.09187752
6.15202624,12.87719646,41.81901085,15.5676205,20.48989416,8.127127882,19.33546962,17.18089848,16.60932978,18.96129971
9.941249483,14.31670036,28.05677355,12.50425735,41.33128466,28.865529,15.21802141,27.44602263,29.427473,24.21001551
16.53210288,9.733650912,23.99300054,17.57609655,11.81139908,17.50637941,13.69027016,9.271030802,16.45816563,19.98567609
21.53379817,30.59632133,21.84286398,13.07568592,17.48392241,16.99671629,29.72277855,21.67514667,20.1179561,20.01572482
18.33156858,9.672113741,12.06415285,9.979679461,11.63394221,22.27413205,13.31019149,16.31529272,24.43304666,12.81631243
11.38793635,19.28394693,19.89178684,19.99169091,29.12873475,14.13072412,14.9781884,21.33575887,5.438326401,22.53604211
19.78796979,17.52376261,47.11756534,8.223877676,36.1762137,22.86167047,21.81651733,10.45085898,20.62153452,32.35838048
14.41470408,13.9694121,13.19601649,18.71115816,11.13994406,17.00392472,11.31949737,17.50521096,22.01251178,27.29361329
10.38276183,9.175808858,31.46398738,10.02347197,33.66179848,11.77349624,26.07017046,28.12191508,14.9556662,26.97609771
27.81062038,44.1254273,6.337627799,24.70947193,23.74505194,23.07788487,24.27796982,15.52844005,40.54895876,16.2549656
14.76615392,5.976172008,29.56040022,22.96667381,19.25264859,30.46502666,23.90211816,15.93101595,51.07265002,22.82130841
25.80181842,10.67135852,22.07316525,17.17401151,15.21103231,12.13642371,18.27653382,22.78351848,28.42684172,22.1097589
25.96512982,30.17955159,14.82696106,13.71199146,29.25381916,15.6060957,22.66359627,28.17714539,18.99608346,21.24120693
12.45064553,25.33775654,12.29714059,17.64064714,24.67605152,21.044513,20.27864539,20.85852062,23.29435958,20.65284073
30.85345611,22.50692298,6.386501277,18.55555032,22.85169451,23.54338666,37.37702271,10.6299094,23.69453215,24.81417651
18.1251986,17.98553279,17.21904986,20.12455622,16.21544162,14.60827502,25.37827937,18.8105693,22.35900098,23.86034107
28.84589868,22.53475865,17.50277813,7.942748455,17.38768662,21.59550627,13.15113951,24.54081573,23.24562624,14.09888612
19.2335121,16.13040937,18.20383021,31.12128334,16.79955158,22.23797903,19.55042117,11.02766416,18.94879588,26.0833999
8.707174495,10.41890016,10.63086496,16.62806798,14.54285722,19.81915545,27.08046806,25.40887387,23.36758251,21.83207419
29.64492547,34.09148229,20.22957677,13.01425754,18.24283401,11.85697158,16.44446064,27.44706155,10.09842675,12.03299149
9.650870016,12.29479531,24.16922625,12.17093508,8.224378591,15.87154147,12.48618312,10.33296057,24.54458625,16.07908631
9.604853876,24.78646621,18.52046574,8.255808031,7.979222755,24.56566509,10.25132513,8.273576192,28.11657421,20.92426616
20.01403576,15.76159895,18.47919786,14.38764281,14.65264419,16.30530166,11.04908519,13.63990942,23.75853565,19.09588041
19.45294624,15.10046123,11.94134359,10.89471948,21.57997443,13.75386326,10.9436142,6.53096714,19.33006186,14.69692921
41.27004694,16.29946774,25.07967266,9.631690126,24.69436729,18.38198814,18.13985425,13.51392517,29.54758307,34.67776328
16.63914662,20.83585064,30.61512526,23.30108217,23.92012834,7.375718244,19.17974466,15.89941357,37.90653159,20.65523938
7.063618193,15.32601199,6.161930692,18.50518992,36.05540437,25.78235418,30.33396873,17.29816873,13.79262267,15.31499957
14.43808945,15.26297223,13.15849826,20.69507945,27.02438751,21.91443005,21.61912296,13.13751059,14.73405085,27.89213527
21.60833983,14.99078823,32.48048229,14.23260044,17.32318972,17.89622437,12.9575156,24.16875697,26.76325578,12.0442371
30.07844239,23.02886595,12.31524959,19.48730465,30.48208977,24.70623052,23.30073969,13.43247701,11.61901127,18.0843958
19.22522399,13.53390241,8.209058166,23.48905534,17.3059047,18.09358186,27.75643518,14.48085553,22.37413839,17.6822995
16.22475133,11.74581676,20.89352653,24.66838872,9.31792934,7.352307639,16.69328708,18.55825709,17.16067425,15.55119137
27.82508167,13.3932368,24.2454682,35.53484269,24.8088653,12.7126139,17.27711414,21.13576614,19.18312599,19.51024584
13.92464828,24.31855405,16.14322603,13.16576623,13.01783967,27.8823923,28.95519505,27.16019934,29.07707852,33.57684511
9.853806487,12.11084816,25.16992516,13.8395609,28.52482679,16.08734704,13.18132693,13.00970046,11.274461,13.53985075
21.21811954,31.54790253,9.673116689,25.46288958,12.31325423,19.77399702,18.2742435,9.382945535,19.41230895,30.70751956
18.78137054,11.01893306,15.19813801,11.84019785,12.59192404,13.68769682,22.83465901,31.05964708,24.54929373,21.91849725
22.58668244,14.0158001,18.05864131,20.87817172,21.26275923,23.02077457,11.2775342,17.72959963,15.5160833,23.5010112
22.08823248,9.149803716,21.65265071,12.20879038,29.23600661,25.06770322,25.7377286,15.21741549,16.84372172,30.31000248
14.86335513,13.03968689,21.80951665,29.18011436,9.787038455,11.99307829,13.1013904,21.7330221,19.48795887,20.12407689
10.16197266,27.21472829,22.44329962,24.34863558,20.33366007,21.49538436,21.78431991,21.58619763,21.94352987,10.9277622
7.941402109,25.68382838,16.38073248,21.07600092,24.77570017,12.89524292,19.72137099,15.63211991,13.53632255,29.40418101
