A1-LCD-hub-displacement-angstrom,FUS-LCD-hub-displacement-angstrom,EWSR1-LCD-hub-displacement-angstrom,TIA1-LCD-hub-displacement-angstrom
35.13663781,15.92912582,26.04565491,38.37893967
35.88438885,26.38041553,19.04349572,44.39265649
23.10589485,18.29825519,11.51823838,59.98704909
31.34113459,40.02165002,16.8197131,32.85869811
18.49450474,30.76218416,24.87166406,27.33907521
17.59194485,14.58850834,22.78316274,32.55533487
32.2633134,26.63327235,10.27344378,28.29416688
15.69744171,34.98641274,24.05401934,33.96069415
35.15902892,28.73186317,18.07636654,26.07094301
30.94893286,37.5835286,25.99367809,30.04516107
57.6043267,46.77149452,14.59793765,22.85577318
39.71565731,28.72233042,14.0532066,58.50669196
34.25697223,30.13611588,29.5327744,32.65948477
30.79585779,28.46035833,14.24929784,27.28868143
22.80020061,23.74090724,21.83426409,26.84240416
19.29431387,13.94322688,15.08471717,38.49177284
22.24603471,10.47545907,14.11393593,31.87615002
38.14721462,37.02781138,17.78740014,20.69922833
38.49945156,36.27155668,11.05715565,34.38859484
37.49403919,36.73482403,20.80525379,17.10312647
21.28788606,41.19778817,19.36866558,29.97146541
24.9231978,36.51477881,6.314489123,45.76848833
9.477768314,23.51646164,13.38988654,36.11056828
38.66034575,30.73055448,19.408575,21.27268991
26.64785476,29.04232812,6.239095803,39.74672687
28.73052841,15.20689439,18.21717041,32.21495919
22.40738108,24.62631531,15.71946923,43.51039749
31.18592194,26.79195342,19.31420317,18.35074792
24.14098831,21.67499387,20.54001848,25.88230235
22.34316242,32.78522638,18.40660058,24.24861895
12.57019242,33.76250533,10.3933082,23.43740142
23.27984787,35.47507089,18.02861474,37.8101335
15.23042674,35.17022366,29.94935835,26.92155122
21.58766451,24.2321111,18.46392156,28.27588818
30.55689025,34.46982091,25.97304115,33.51490441
25.15626107,27.67423057,23.27397562,22.4790489
35.50026153,17.11052911,16.63853401,46.07755408
21.15386782,32.21580688,28.39584487,28.77718337
32.31918734,26.31237435,18.1155642,20.64036591
24.19589799,26.93541313,20.70193949,43.61450668
21.40532043,18.56502565,27.01382929,25.59501476
29.55170607,38.05037112,11.01034614,40.0978681
24.07266896,35.6461706,17.0190912,31.09258447
31.19324277,21.49117061,22.98182466,39.6335785
29.23786345,25.0257137,19.14347935,40.67413295
15.4697255,12.32662008,14.93414104,39.00891543
21.94561737,18.76048896,13.59416013,30.82143
20.74050089,43.11455715,22.42152686,53.40311999
42.52630019,19.52055994,14.24867841,30.03370265
26.21259739,31.51460811,19.02517544,43.81100565
12.21506875,17.38689296,22.79895844,37.78679425
15.64808042,18.96668429,19.33016493,47.21524104
14.10348594,34.14991773,22.5242143,22.61238277
33.56278538,15.68498164,14.49701559,6.983089083
26.11185701,23.6696224,13.18457802,40.46813758
33.07352772,21.37615817,17.32474099,26.32585518
45.46080556,31.83979966,12.93532564,21.17781512
43.72361381,26.4723559,21.33059417,56.1353622
27.57530116,21.31915865,18.45227077,32.06495344
34.12364544,24.36478351,9.443961769,49.29806013
34.95709493,18.20129557,14.69322624,34.66362338
18.62161612,26.85491089,16.08273387,36.06782514
40.72530847,31.18405963,30.85384481,52.82559618
31.41905331,32.14541482,12.73321536,41.68582159
52.87338392,24.09935413,9.496204945,36.26001217
31.9345573,29.37310102,22.41384202,39.97753571
22.02767986,24.10977517,30.64915338,43.52817623
19.12514871,16.56322651,16.66387086,21.61566765
25.67596278,38.08003191,19.34415807,27.91814175
50.0112019,21.34263683,25.47641695,17.4427638
28.01089505,21.54091454,7.517108221,36.7913216
45.45360713,34.97748026,10.61047372,25.79252582
30.65853861,33.83221251,6.343676844,30.41696071
38.97035346,12.71195903,35.16783489,30.23992091
33.24313273,16.50109464,34.02917196,27.53204433
27.54364521,11.74605198,9.909612626,55.77441987
25.04950242,19.31538111,16.46505842,52.17783302
41.06249053,35.44268154,14.29428867,20.51483023
28.26865469,19.64639652,21.10245634,22.13435024
35.43963748,30.01724736,15.37172214,19.2284245
26.242093,10.98978413,20.78748329,37.22110242
52.4513929,34.02733072,20.19027137,17.73017353
14.19294311,29.8089873,15.47510665,16.34256232
51.13491154,11.47306009,26.38043926,30.33149598
12.76955657,42.43924657,13.60236584,13.18570824
38.77042188,11.71947551,18.1758137,29.86070362
26.79750453,24.18369212,18.01928956,36.03265013
24.26861933,18.25425936,18.03966291,22.10178484
13.98777033,24.28371055,27.58219648,48.52994099
37.37753511,31.88781362,10.97625005,28.17281338
55.33497979,16.82399138,23.35228066,22.55428223
16.25079593,22.4154295,17.93382296,28.68366566
26.83340623,35.5779674,14.86667257,16.16077155
14.38249205,32.51486091,23.7026685,29.8824673
29.53661788,43.59871037,14.32195175,17.22057152
50.54673746,15.15661581,9.383381331,26.76199252
21.15282668,18.52472711,19.54886301,9.841495934
47.59812128,17.9091895,26.76630368,18.3375217
26.50659463,17.63097568,9.990178764,23.58794264
26.40625169,26.28170549,16.2708683,17.99558141
36.12436461,34.62987222,32.1351659,31.46827992
29.12157542,23.38223433,18.39105348,24.90423903
31.31070897,31.39447395,16.27096144,44.00234239
33.73160577,20.98843666,18.04627331,26.85512869
41.18149785,36.65097916,11.90887188,49.51425129
34.04529237,33.20794245,17.71464878,30.13650365
40.26663958,14.33152238,23.03738821,11.51407588
32.16659834,26.29595206,21.62425815,15.22316328
42.69621103,15.43126194,13.89273483,39.04673535
29.15296306,20.42687461,12.95493755,46.30854132
20.68015213,24.66728217,8.138790983,42.80879972
25.96759733,12.51508319,17.32411992,24.50993084
27.21427849,29.81346596,19.63104445,26.68978455
41.08703571,26.93319463,22.05145456,37.15671664
26.66788938,31.65611937,25.21353868,26.99951716
25.80836962,24.51560107,26.47304149,34.30933606
34.1312498,27.5411129,25.58555474,28.5298687
32.70867101,24.86466129,21.25794482,24.90826614
31.71153329,23.56810206,15.92153102,23.08784565
38.639134,25.05865344,21.22173788,41.84485081
34.02447277,18.87392515,11.26031594,16.50062603
50.43758629,16.78099981,19.36477627,41.97518884
19.15115762,28.89190761,21.11391557,15.1589187
26.44297083,31.52176162,19.94547502,35.15398991
27.05808447,25.02636088,8.020426812,32.61343311
17.64686656,49.84274307,28.68350063,34.7612594
22.2378926,15.89418402,10.80181742,20.62019854
23.31948259,18.0947702,32.71338534,27.79465429
23.41952665,22.63672296,28.87369224,22.48520867
17.69738917,18.48865044,19.95907408,23.20943422
25.39410962,26.80309978,6.732704512,20.58680369
25.01834873,30.13503642,24.50071927,29.37177567
50.33674117,27.94245896,36.00676522,36.99036105
23.15596341,15.82371963,7.471684879,39.77953621
19.54425918,27.81698168,13.94968978,33.54862861
24.66737507,12.54749468,14.97394785,33.12831885
18.77761998,22.61719539,28.69958395,25.10163171
22.23156274,25.33848237,11.94379304,30.8922554
43.37720472,12.44353321,16.53367847,39.82459087
35.10552013,28.97882975,9.620670721,16.88426877
27.60261129,16.54597161,21.66788404,23.94407849
32.14725958,29.61774761,19.48174946,30.50429645
35.58515937,20.31585458,17.11369775,26.58887728
27.50801648,24.12409929,21.60462152,39.77128631
23.71640104,22.15087836,16.15592812,14.68877479
28.98766065,25.13263845,16.62204862,34.3738236
46.82245027,16.50621288,13.89478591,22.77965781
33.2232897,20.99320358,36.98463397,18.0662779
43.34406745,21.23525332,33.18176389,33.42406426
29.80428041,22.03293636,17.01915843,12.9782066
18.34642044,26.06871423,23.24135809,21.69041126
40.50363308,25.7002902,22.34568237,31.05039082
34.3966832,24.31883332,7.262716005,10.25303865
36.27294757,30.51373326,16.72519105,36.11590235
23.73896032,41.77558806,13.14513211,40.73489414
21.81354567,24.42839699,22.01243872,41.03625491
65.49906692,43.75207094,22.78827232,33.10667465
26.13079847,16.56828138,22.26405447,42.57823767
24.74133,22.19909578,19.24798274,37.39100455
65.12365276,23.08078509,15.26840311,27.67254108
28.91069222,19.73476224,13.71414432,25.98749559
18.47107602,27.09213327,7.591869548,26.76211907
17.86898775,15.67678841,31.09472944,28.95083466
21.52220488,31.09238671,21.79326696,35.24250291
26.75417903,15.90915337,29.84376217,25.96832189
20.60817477,22.87972883,20.89604766,17.36715542
19.79046656,32.97588913,25.58345029,25.56026478
22.31714255,25.39062159,13.95801599,19.36806692
12.16439618,38.50366877,18.77685846,24.30140722
43.82716823,20.18668554,30.36754144,49.11390344
42.47197181,29.67863215,23.34160311,30.69071853
42.22133741,12.21021794,21.90344433,35.31075388
18.14808586,28.5490397,17.67138552,33.85998272
28.24705386,22.36070083,31.00586114,46.67713538
35.91633599,21.10173541,27.45866073,33.49917977
34.25156849,40.8818616,23.54384614,23.58012231
27.68332402,23.54241135,20.13811024,41.45408669
35.72166559,19.93976079,25.09340388,19.31565035
32.81407874,26.60480778,21.99265954,73.31026228
28.40243405,31.16544447,12.60561811,56.44507764
42.59094378,22.87473957,22.52888201,37.08921912
45.60853933,20.01245702,19.41186067,25.37118342
22.6905731,23.71977665,16.61974835,40.89504284
37.41361279,14.34516472,19.60415594,20.34233168
31.62776675,38.00996619,28.05866819,32.47390417
27.52628534,4.220399776,13.95785694,24.06372833
21.27989006,16.69167531,34.12814934,19.92057294
35.39913808,30.58159221,32.34823005,27.42808331
28.63143828,35.12889084,18.491957,26.67341036
19.73546987,31.22666267,30.83891755,27.44443919
22.05572002,16.8602893,16.28692474,24.02438843
48.61892266,21.26106739,13.3959615,26.06269585
33.19300242,22.69650901,14.02675364,34.75779533
30.55699314,32.98259383,16.99065108,24.69399853
45.01339344,29.36852335,18.71626326,38.21184224
36.41258376,18.04432644,14.6333395,50.33158313
33.74502477,36.92768209,22.12008213,32.50980391
26.66637107,21.94914278,22.07480974,17.03826829
37.52648058,27.2199243,9.335099533,48.78168497
8.894776081,53.34701232,27.09621307,33.17211823
25.63997933,18.64287057,12.81947445,15.02559106
13.85163148,27.28286736,30.92928901,44.79446782
24.12740834,27.9192255,11.73908964,19.91273228
22.94750407,28.67896505,19.87652977,19.33624245
25.91547902,27.50164432,9.175003572,24.2823193
26.7636028,20.19534178,19.74164315,28.10887337
33.76472168,16.34189254,17.31317101,16.28812104
41.44479563,25.54699909,38.54355533,33.26224937
24.21196067,33.49620126,22.68455726,26.08812707
27.92112547,14.56416906,19.38928888,30.50061736
55.0986664,11.14907673,21.34658422,16.08848175
19.03477961,31.10206426,23.72282836,73.38836697
25.81675237,26.22960291,19.31530421,16.16279483
35.23986413,24.96961429,14.60879646,21.57649376
33.10242893,17.35370593,7.03456703,22.00038021
40.41407975,27.28168939,10.34646033,40.79942427
32.668307,26.8292744,29.16092667,36.32846812
20.65769045,21.7869986,14.87382462,11.09416211
14.16123069,14.91464743,27.92122267,46.92694376
25.47088894,34.44342585,16.04875496,23.89759688
20.64910049,28.08938755,24.34517569,27.44861435
13.55670308,32.73135289,26.87889942,33.9173468
19.75327885,24.76305641,18.83826169,35.44153659
23.08362018,40.64180234,19.88189504,30.06277352
33.77652135,20.32852488,25.14345606,29.2625173
10.46888956,35.77218952,28.29225515,66.67688347
18.42843853,8.974236926,26.32135974,36.60838391
36.21298453,20.12965263,17.73152157,17.8331709
39.40752931,20.93816514,19.54871203,48.76471368
70.60032664,23.23109539,16.0258454,44.82755773
28.66056135,43.07144335,12.16778104,34.73017715
37.82377536,21.48837679,29.95550068,21.80234892
23.75718208,11.52718276,28.34705302,29.18626199
26.17713441,25.61027713,21.61517916,28.8852337
28.64173125,19.61396978,16.27491212,18.77098367
34.97728248,19.96047403,11.44078265,21.96966552
28.51595692,16.98866387,24.27392192,12.95223496
19.63099749,30.15722442,18.26796903,18.1845204
17.90233092,11.63180111,14.14811864,29.55985916
22.02970099,23.4101092,13.43711404,26.92422436
18.57228407,10.35035543,16.11962513,27.94799286
24.13896684,22.47371439,17.76999372,15.02951451
22.35921425,28.58357925,21.41043018,20.25088965
29.54058955,15.24840335,19.24029276,46.92647708
15.75602308,30.8825032,22.95774074,23.08242102
26.35700068,38.81713295,24.22700198,22.5201329
31.06035391,28.73791428,28.95624405,25.2213308
24.77167742,45.31203414,15.20136554,23.0869018
18.92458106,33.20596663,22.39560221,15.39415174
19.38052621,17.76138794,27.68585902,50.93597379
24.01515081,10.84429677,24.57411843,34.96652812
20.55480962,16.88521233,22.10941616,15.38458553
13.06319443,23.40472058,29.74802641,22.46952873
21.51212119,33.3555108,20.13233254,23.02482707
32.12964875,18.69827918,14.63326489,35.12360195
29.57484573,32.22673173,18.87296502,33.81825565
38.74548049,19.1921287,18.43625224,28.02064162
16.41234385,46.34885987,16.6606167,24.44306992
31.82751329,26.10136573,18.4661075,22.44468416
20.90374105,33.73890196,21.21767286,42.06481412
27.61955205,27.60378497,22.16313169,42.21532886
29.92337707,11.7833819,13.74323823,35.86170062
18.87106694,21.15101355,17.42888515,29.40982683
35.16402772,30.56905089,31.71244966,16.33082441
30.13800135,16.82375563,23.30372192,27.0712179
35.99742275,29.55408872,19.27648698,23.85433148
16.02519282,35.43991358,12.66368455,34.64952928
40.78216598,23.69141356,30.76367491,31.68112729
22.20902719,40.39621697,27.22218721,14.31907209
34.05001554,32.88335233,13.65760372,20.71692861
21.88183277,15.25012881,21.30031511,21.33126946
24.01513541,21.7845578,12.13090462,44.10582534
14.9872355,26.49980822,25.42085031,34.2985101
24.82342811,27.40152243,17.64529784,30.84392586
31.59526446,26.90434464,16.90366201,53.45576172
24.58041074,13.29514822,29.94404343,34.42276394
26.01994248,29.0259935,17.44395273,25.22684513
35.59246539,28.51203707,7.147706137,36.49861946
25.52983469,30.98803671,21.13810448,23.71974199
19.07626568,22.26126837,34.20602052,20.90535748
27.77210354,15.81170409,14.93272416,44.27854068
30.93670209,19.94254509,14.07755985,23.35327386
11.73379919,29.98646738,18.43084063,24.87231498
22.17808896,18.03517417,11.00027668,38.83092994
41.71933292,28.32201816,28.81399552,32.44196065
12.04489061,8.85673534,7.023296902,55.16859003
25.51108158,43.2542917,17.62489906,24.82783417
22.21496748,12.56168927,27.67788576,32.71560838
30.15250798,20.35904652,12.97902753,28.79331439
36.40920897,24.49914073,12.26811834,39.90460053
37.4927329,24.32233677,21.14080577,18.32289629
25.84853847,14.93724535,30.56793858,30.74697735
51.95077783,14.61614345,38.59235227,11.82081278
25.6941269,21.80080191,11.30824651,14.61989421
38.26123323,23.14790075,22.30062965,27.63582752
27.05348357,21.79788461,25.93244212,28.68028923
30.84573572,25.37767156,28.49446026,34.89850087
16.26593097,22.12920441,31.7887327,25.62158971
36.17003833,14.38241976,16.37422251,28.76396657
21.83094902,27.37175788,27.54148359,12.28240644
25.27433875,40.24842239,23.79023138,45.61214595
34.51855007,17.96575161,12.97376287,51.32212304
15.29340381,21.5115441,24.98932853,22.00459396
51.93504329,23.41851832,17.36821161,36.55220485
27.34122567,25.11934669,24.30254725,28.22785997
23.42889653,22.14229501,29.7943584,52.29663639
28.89196471,23.3478907,13.88132443,47.00206469
31.00003149,35.18190217,9.01412959,29.05999868
38.81856041,19.70264286,40.00901619,24.1391689
21.45358312,19.38385332,17.32064481,25.06157731
23.30511948,29.877159,16.62648656,27.47479465
23.71570913,37.19941641,26.0082128,39.726468
31.65153637,12.67602199,17.66119148,34.39620453
37.91007146,19.20957123,19.58239349,33.31533246
21.8390924,22.83489653,23.35532255,19.28828783
22.78396592,32.43956579,14.19151198,28.71904099
41.60475728,22.33675699,17.37796946,23.99091103
30.55643853,32.84639301,12.55718304,25.6052891
13.62269088,33.70708297,23.37278973,31.4013743
19.10362352,22.5000576,15.6920215,19.56822847
18.93679168,19.38572323,16.68796152,32.30510085
36.40137548,19.64010103,17.27077967,25.79575308
32.11240653,24.66730195,25.62244135,26.05718145
39.57997036,24.94151458,22.61732238,16.87337782
26.8484235,38.06366289,27.03339333,28.86180617
30.69972779,12.90092291,12.83787302,20.65124014
29.58169814,21.09852003,14.35119884,29.02542657
18.18579835,25.42045575,14.85890869,12.83269028
16.38134657,19.43060609,19.76498083,28.47228498
36.1898087,21.21697801,30.4424086,18.13752396
15.65171085,36.49194217,18.30563456,34.28456966
40.69554228,15.53534806,22.32004167,26.67319173
33.64000536,16.52051105,12.21287558,21.51163871
27.4787452,17.9611086,19.38673362,27.66310349
14.61347247,21.40963247,13.63366784,32.85733969
43.14618754,9.326302564,13.2916398,16.82198012
41.01542322,21.96330843,19.78148714,35.8238604
15.52741772,19.45178175,8.791476062,16.1373985
23.08488376,19.80182411,25.06017306,21.62944171
32.64529402,19.60373772,13.4193876,34.52082561
27.7082088,39.7311532,14.45526987,31.31653834
15.24028377,29.65875656,19.47089673,48.16637694
24.50199808,41.58352794,16.16824877,15.98735986
26.37913247,37.6859184,18.01069947,16.8864056
30.28937162,20.66477114,18.14148764,32.19286592
27.11848394,34.64027701,18.8480977,28.21705728
21.70227593,21.0572085,20.6363793,27.22408261
14.30168543,22.8195779,25.34426846,19.29204006
16.88376376,30.04686804,17.22897843,22.92104405
24.44938832,28.56717838,8.223005398,22.49121713
39.5583665,28.70539827,24.1751217,34.22065426
33.84084,42.16324029,23.49369491,38.85433298
26.94166614,49.89178945,19.12189679,21.61072696
21.41606108,18.50999845,21.81256138,21.47679341
19.35967552,24.82440289,17.48387701,8.287848377
29.31010798,41.54122081,25.74729986,25.62712513
29.82475656,25.37740562,19.50821025,25.54771812
29.14070715,22.80067272,12.92893921,39.50341967
42.96315804,18.89206151,7.589256227,37.78246992
33.90255544,20.87248284,23.30748862,31.18690707
23.47964831,24.51359826,14.29008951,31.21274006
21.25855987,20.91784116,28.06545243,34.69552169
18.17420141,19.30878492,10.2401814,33.0389183
34.94198166,31.21438713,20.26597222,26.25480238
27.46033879,21.88059413,8.96661009,26.46843236
28.58153743,21.64809106,20.90867304,31.34105962
38.6084384,18.72533565,30.69493721,29.03729083
42.11835357,25.28432187,4.856971217,37.93161421
22.10099908,22.63131944,29.05578142,32.63901459
31.54315868,30.3252214,20.09070263,31.05039555
41.80036821,20.42347836,15.22389946,30.90607323
